mean,standard_deviation,root_mean_square,triangular_index,condition
835.5555555555555,68.55342680744724,838.3111770873807,0.06248869923697248,neutral
889.6470588235294,51.88562081211733,891.0699450990497,0.02016682113067655,positive
917.25,53.520712501485505,918.7126863171097,0.016730385909878118,negative
868.0,72.40165743959182,870.8373252558847,0.02117637899490054,positive
869.1764705882352,36.844665987965016,869.9111516498141,0.01918668218530667,negative
901.6470588235294,27.497593477590424,902.0416059270932,0.019076340428516324,positive
878.3529411764706,40.076397630760475,879.213017085032,0.018934252201454876,positive
890.75,45.949972796509904,891.8604150874733,0.0175120566405582,neutral
912.0,74.64583042608609,914.870611230964,0.020762566314262813,negative
915.5,39.943293137480126,916.3165391937439,0.016926179377830673,negative
905.25,35.22782990761707,905.8923777138209,0.01772669044074369,neutral
877.4117647058823,35.63540869614346,878.0925852296523,0.019011008212475974,positive
868.0,29.13659514203038,868.4617307502834,0.020955360715974824,neutral
778.2,62.36699532014637,780.5705605517031,0.02751149894682543,negative
784.421052631579,54.24052993582657,786.1956365608808,0.024049681579051463,negative
791.578947368421,31.99707588979149,792.1913644409012,0.02428405959180413,positive
797.2631578947369,42.64692525749223,798.3430208546753,0.02403257045733033,positive
809.6842105263158,39.806549756400294,810.6106859710932,0.02322117404422717,positive
838.6666666666666,46.303347611160895,839.873006273369,0.020429154105337827,neutral
797.4736842105264,65.04986840968212,799.9831577174479,0.024933360672544598,neutral
793.8947368421053,56.38547363840176,795.7894458368138,0.025691950137333615,neutral
837.5555555555555,26.360001388516928,837.9472271900871,0.021062639412001316,positive
847.3333333333334,37.30320913493511,848.1084836269473,0.021666353206695504,neutral
813.1111111111111,36.9114821747904,813.9019870011649,0.023090799759470836,neutral
772.421052631579,62.20960607269024,774.7907017891654,0.026266902838380783,neutral
836.0,39.69293906685049,836.8894789636204,0.022751510842516885,negative
843.3333333333334,49.71921157862421,844.7163889600922,0.022729963300580087,positive
833.7777777777778,43.779602496724905,834.8625968119278,0.02168103286031543,negative
781.6,40.779767945443375,782.6099922694573,0.02675473433384892,neutral
832.8888888888889,45.92690982149391,834.0839286306864,0.021185038066865277,negative
834.6666666666666,41.569219381653056,835.6437305720929,0.0215770743584941,positive
789.0526315789474,64.03946151849614,791.5107473420021,0.025966260943839418,neutral
774.1052631578947,42.61180683650184,775.215555761581,0.025579536370903277,positive
563.3846153846154,271.1650533417722,622.9804293752858,0.035922455852510686,neutral
768.8421052631579,34.060833091355725,769.5565366871331,0.025410623981276383,neutral
796.0,41.268766774779095,797.0128441149557,0.023802998864659593,positive
779.4,23.83363390805435,779.7461125263786,0.02605120690356983,neutral
778.9473684210526,71.71353016939499,782.0685122767294,0.025579536370903277,neutral
806.9473684210526,67.73598558144747,809.6361756011803,0.025033968789887593,negative
830.0,62.87616213403839,832.2462242496374,0.022004049356305153,negative
791.7894736842105,56.03925107296415,793.665977732778,0.025300653322791394,negative
787.1578947368421,70.01687348846288,790.1024583791916,0.023274509053324656,negative
796.421052631579,53.68044935798185,798.1330848001676,0.025027785781912486,negative
773.2,44.78909641748466,774.4314043219064,0.025339509838856553,positive
776.4,76.28092125406208,779.9517933821295,0.024989262426301197,neutral
757.4,45.241341131407914,758.6825423060689,0.028259813661853667,positive
724.952380952381,23.113797157706884,725.3032206634422,0.029200886455481686,positive
711.6190476190476,32.39517894760915,712.3209549473768,0.028005834548864347,neutral
790.5263157894736,89.68300249028528,795.3311127746534,0.02827775452304544,negative
763.4,34.70840941631475,764.1492000911863,0.025819986283132288,positive
729.2,53.36823419462772,731.0529392595314,0.029440176641059846,neutral
791.1578947368421,66.44735857796233,793.7970044101492,0.023728681262927837,positive
784.0,34.56395039150859,784.7214725453128,0.025410623981276383,positive
736.4,67.09490528936958,739.2980454458134,0.03050088166611066,negative
670.3636363636364,43.933440408727215,671.7364201692642,0.03482562453623547,neutral
773.4736842105264,51.52277643167214,775.0976848453565,0.026992230854605993,negative
712.1904761904761,32.80185825165862,712.9095314273754,0.030200889847647298,negative
703.2380952380952,42.40035938751553,704.4543988080421,0.029254277132036044,positive
726.0952380952381,31.890288117081596,726.7618985216941,0.030184611238377578,negative
684.5454545454545,35.91090466130132,685.4439835212316,0.03204223749487961,negative
