mean,standard_deviation,root_mean_square,condition
72.77777777777777,2.968691852168445,72.83695643162352,neutral
67.33333333333333,0.816496580927726,67.33795363686069,positive
65.93333333333334,0.7988086367179803,65.93784952513997,negative
68.93333333333334,0.9611501047232548,68.93958707931654,positive
69.53333333333333,0.5163977794943222,69.53512301947364,negative
66.6875,0.47871355387816905,66.68911080528814,positive
68.6,1.121223821162776,68.60855145922652,positive
67.86666666666666,0.6399404734221844,67.86948258729151,neutral
67.06666666666666,2.1201976547572388,67.09793836872585,negative
65.53333333333333,0.5163977794943222,65.53523225461757,negative
66.26666666666667,0.4577377082170635,66.26814217002516,neutral
68.2,0.6761234037828131,68.20312798300871,positive
69.53333333333333,0.5163977794943222,69.53512301947364,neutral
75.46666666666667,2.0655911179772883,75.49304603736691,negative
78.06666666666666,1.3345232785352157,78.07731211220495,negative
74.53333333333333,1.3557637102737476,74.54484109134135,positive
75.93333333333334,0.7037315505489968,75.93637687783986,positive
74.93333333333334,0.883715101688537,74.9381967579507,positive
72.06666666666666,1.2227992865708155,72.07634840916957,neutral
75.53333333333333,1.6846647257229665,75.55086586752883,neutral
75.06666666666666,1.3870146083619754,75.078625453587,neutral
72.125,0.3415650255319866,72.12575822825019,positive
72.13333333333334,0.9154754164341269,72.13875518748573,neutral
73.33333333333333,0.6172133998483678,73.33575753568877,neutral
77.06666666666666,1.0327955589886444,77.07312545022855,neutral
73.2,0.6761234037828132,73.2029143317851,negative
71.53333333333333,1.1254628677422756,71.54159629194753,positive
71.8125,0.9105858919765157,71.81791211111613,negative
75.2,1.820517979665599,75.22056456404282,neutral
74.06666666666666,1.2798809468443688,74.07698697976315,negative
71.93333333333334,0.9611501047232549,71.93932628727258,positive
74.86666666666666,1.5522640914238177,74.88168445398826,neutral
76.53333333333333,0.833809387832792,76.53757247260981,positive
83.06666666666666,1.279880946844369,83.07586893918113,neutral
79.28571428571429,0.9944903161976938,79.29150557999802,neutral
76.2,0.7745966692414833,76.20367445208925,positive
76.33333333333333,0.8997354108424371,76.33828222676571,neutral
78.5,1.0327955589886444,78.50636916836748,neutral
74.53333333333333,1.8464895909600492,74.55467792164352,negative
73.8125,2.0402205763103165,73.83892943427607,negative
76.26666666666667,1.2227992865708155,76.27581530209953,negative
76.6,1.6818357317441641,76.6172304380679,negative
77.66666666666667,1.9518001458970664,77.68955313725692,negative
77.0,1.4638501094227998,77.01298591796062,positive
79.73333333333333,1.6676187756655838,79.74960814950754,neutral
79.66666666666667,1.175139302786006,79.67475551683022,positive
81.93333333333334,0.2581988897471611,81.93371304495686,positive
85.26666666666667,1.2227992865708155,85.27484975067385,neutral
78.66666666666667,2.8949874578229844,78.71636847992079,negative
78.93333333333334,0.5936168397046638,78.93541663917408,positive
81.06666666666666,1.7511900715418263,81.08431825369605,neutral
78.53333333333333,3.5830287799702694,78.60958380927013,positive
77.46666666666667,1.245945806357946,77.4760177947559,positive
80.2,2.6240644591385873,80.24005649715525,negative
87.93333333333334,1.4375905768565218,87.944300554385,neutral
80.4,2.5579009251449016,80.43796781785743,negative
83.53333333333333,1.1254628677422756,83.5404093837228,negative
86.53333333333333,0.9904304018720251,86.53862336167207,positive
84.33333333333333,0.6172133998483678,84.33544134387787,negative
86.93333333333334,1.5337473561121315,86.94596022817852,negative
