heart_rate,condition
79,hard
79,hard
78,hard
79,hard
79,hard
80,hard
81,hard
82,hard
82,hard
81,hard
81,hard
80,hard
79,hard
79,hard
78,hard
78,hard
77,hard
76,hard
75,hard
76,hard
76,hard
76,easy
78,easy
78,easy
79,easy
78,easy
77,easy
77,easy
76,easy
77,easy
78,easy
79,easy
79,easy
79,easy
79,easy
79,easy
79,easy
78,easy
77,easy
78,easy
78,easy
77,easy
77,easy
77,easy
77,easy
78,easy
78,easy
78,easy
78,easy
77,easy
76,easy
75,easy
81,hard
81,hard
81,hard
81,hard
81,hard
82,hard
83,hard
84,hard
84,hard
84,hard
83,hard
83,hard
83,hard
83,hard
83,hard
85,hard
86,hard
87,hard
88,hard
89,hard
88,hard
87,hard
86,hard
86,hard
86,hard
86,hard
87,hard
88,hard
90,hard
91,hard
76,easy
75,easy
76,easy
77,easy
77,easy
77,easy
76,easy
76,easy
75,easy
74,easy
74,easy
73,easy
73,easy
73,easy
74,easy
75,easy
75,easy
74,easy
74,easy
73,easy
73,easy
74,easy
74,easy
74,easy
75,easy
75,easy
75,easy
74,easy
74,easy
74,easy
77,hard
75,hard
74,hard
74,hard
73,hard
73,hard
74,hard
76,hard
77,hard
77,hard
76,hard
76,hard
75,hard
74,hard
74,hard
74,hard
75,hard
77,hard
77,hard
78,hard
78,hard
78,hard
77,hard
76,hard
75,hard
76,hard
77,hard
78,hard
79,hard
78,hard
77,hard
78,hard
79,hard
79,hard
79,hard
79,hard
80,hard
80,hard
80,hard
80,hard
81,hard
81,hard
80,hard
79,hard
79,hard
79,hard
79,hard
81,hard
82,hard
83,hard
84,hard
84,hard
84,hard
84,hard
83,hard
82,hard
80,hard
79,hard
78,hard
78,hard
78,hard
79,hard
79,hard
79,hard
79,hard
78,hard
77,hard
78,hard
78,hard
79,hard
80,hard
80,hard
80,hard
79,hard
80,hard
81,hard
82,hard
82,hard
83,hard
84,hard
84,hard
84,hard
83,hard
82,hard
81,hard
80,hard
79,hard
79,hard
79,hard
79,hard
79,hard
78,hard
74,easy
74,easy
74,easy
74,easy
74,easy
73,easy
73,easy
73,easy
74,easy
74,easy
73,easy
73,easy
73,easy
73,easy
73,easy
74,easy
75,easy
75,easy
74,easy
74,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
73,easy
75,hard
76,hard
77,hard
77,hard
78,hard
79,hard
79,hard
79,hard
78,hard
78,hard
78,hard
78,hard
78,hard
79,hard
80,hard
80,hard
80,hard
80,hard
80,hard
80,hard
80,hard
80,hard
81,hard
82,hard
82,hard
81,hard
81,hard
81,hard
81,hard
81,hard
76,easy
76,easy
75,easy
75,easy
76,easy
77,easy
77,easy
77,easy
76,easy
75,easy
74,easy
73,easy
73,easy
74,easy
74,easy
73,easy
73,easy
72,easy
71,easy
71,easy
72,easy
73,easy
73,easy
73,easy
72,easy
71,easy
71,easy
71,easy
72,easy
72,easy
77,easy
78,easy
78,easy
77,easy
76,easy
75,easy
74,easy
73,easy
72,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
70,easy
70,easy
70,easy
71,easy
71,easy
71,easy
72,easy
72,easy
72,easy
72,easy
77,hard
78,hard
77,hard
78,hard
78,hard
78,hard
78,hard
79,hard
79,hard
79,hard
79,hard
78,hard
78,hard
78,hard
79,hard
79,hard
80,hard
81,hard
81,hard
80,hard
79,hard
79,hard
79,hard
79,hard
79,hard
79,hard
80,hard
81,hard
81,hard
80,hard
74,easy
74,easy
74,easy
73,easy
73,easy
74,easy
75,easy
76,easy
78,easy
79,easy
78,easy
77,easy
76,easy
75,easy
74,easy
74,easy
74,easy
74,easy
75,easy
74,easy
75,easy
75,easy
76,easy
75,easy
74,easy
74,easy
74,easy
74,easy
73,easy
73,easy
73,easy
74,easy
74,easy
74,easy
73,easy
73,easy
74,easy
74,easy
73,easy
73,easy
73,easy
73,easy
73,easy
72,easy
72,easy
72,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
72,easy
72,easy
72,easy
72,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
71,easy
73,easy
74,easy
76,easy
77,easy
78,easy
78,easy
79,easy
79,easy
78,easy
78,easy
76,easy
76,easy
76,easy
76,easy
75,easy
75,easy
75,easy
74,easy
74,easy
73,easy
73,easy
72,easy
72,easy
72,easy
69,easy
70,easy
70,easy
69,easy
68,easy
68,easy
68,easy
68,easy
67,easy
67,easy
67,easy
67,easy
67,easy
67,easy
68,easy
68,easy
67,easy
67,easy
67,easy
66,easy
67,easy
67,easy
67,easy
67,easy
67,easy
67,easy
67,easy
67,easy
67,easy
67,easy
67,easy
73,hard
74,hard
74,hard
75,hard
77,hard
78,hard
78,hard
78,hard
78,hard
78,hard
79,hard
79,hard
80,hard
80,hard
81,hard
81,hard
81,hard
80,hard
80,hard
81,hard
81,hard
80,hard
80,hard
79,hard
79,hard
79,hard
77,hard
76,hard
76,hard
75,hard
71,easy
71,easy
71,easy
71,easy
71,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
71,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
72,easy
71,easy
69,easy
69,easy
69,easy
70,easy
70,easy
71,easy
70,easy
71,easy
70,easy
70,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
69,easy
70,easy
74,hard
73,hard
72,hard
71,hard
71,hard
72,hard
72,hard
73,hard
73,hard
73,hard
73,hard
73,hard
73,hard
72,hard
72,hard
72,hard
72,hard
73,hard
74,hard
75,hard
76,hard
76,hard
76,hard
77,hard
77,hard
77,hard
77,hard
77,hard
76,hard
76,hard
76,hard
72,easy
71,easy
72,easy
72,easy
71,easy
71,easy
71,easy
72,easy
72,easy
73,easy
74,easy
75,easy
75,easy
75,easy
74,easy
73,easy
72,easy
71,easy
70,easy
70,easy
70,easy
70,easy
70,easy
70,easy
69,easy
69,easy
69,easy
69,easy
68,easy
68,easy
70,hard
70,hard
71,hard
71,hard
71,hard
71,hard
72,hard
72,hard
73,hard
73,hard
74,hard
73,hard
73,hard
73,hard
72,hard
72,hard
73,hard
73,hard
74,hard
75,hard
76,hard
76,hard
76,hard
76,hard
76,hard
77,hard
77,hard
76,hard
76,hard
75,hard
74,hard
