rr_interval,condition
768,easy
752,easy
776,easy
796,easy
820,easy
832,easy
780,easy
764,easy
776,easy
824,easy
768,easy
780,easy
792,easy
792,easy
748,easy
712,easy
716,easy
776,easy
792,easy
804,easy
856,easy
872,easy
752,hard
760,hard
736,hard
724,hard
708,hard
712,hard
764,hard
768,hard
736,hard
692,hard
668,hard
656,hard
648,hard
664,hard
692,hard
744,hard
780,hard
756,hard
732,hard
724,hard
760,hard
716,hard
684,hard
652,hard
632,hard
620,hard
616,hard
608,hard
624,hard
640,hard
684,hard
712,hard
764,hard
744,hard
744,hard
744,hard
704,hard
668,hard
672,hard
660,hard
640,hard
616,hard
600,hard
608,hard
616,hard
816,easy
812,easy
848,easy
844,easy
772,easy
720,easy
728,easy
752,easy
788,easy
788,easy
868,easy
880,easy
864,easy
864,easy
856,easy
836,easy
824,easy
824,easy
800,easy
764,easy
740,easy
760,easy
816,easy
848,easy
840,easy
872,easy
836,easy
780,easy
792,easy
820,easy
792,easy
756,easy
736,easy
776,easy
840,easy
848,easy
824,easy
820,easy
876,hard
936,hard
908,hard
868,hard
880,hard
876,hard
840,hard
768,hard
712,hard
684,hard
688,hard
736,hard
800,hard
808,hard
840,hard
868,hard
876,hard
828,hard
824,hard
784,hard
732,hard
724,hard
704,hard
704,hard
728,hard
748,hard
756,hard
780,hard
836,hard
896,hard
856,hard
800,hard
740,hard
700,hard
692,hard
700,hard
732,hard
816,hard
740,hard
700,hard
696,hard
700,hard
716,hard
716,hard
748,hard
756,hard
732,hard
748,hard
744,hard
740,hard
736,hard
724,hard
712,hard
744,hard
788,hard
784,hard
812,hard
844,hard
772,hard
712,hard
684,hard
656,hard
652,hard
668,hard
672,hard
664,hard
676,hard
684,hard
696,hard
712,hard
760,hard
768,hard
812,hard
820,hard
868,hard
836,hard
824,hard
772,hard
772,hard
768,hard
808,hard
788,hard
756,hard
740,hard
788,hard
844,hard
848,hard
784,hard
736,hard
708,hard
716,hard
720,hard
712,hard
708,hard
744,hard
824,hard
784,hard
720,hard
680,hard
676,hard
692,hard
712,hard
684,hard
676,hard
672,hard
672,hard
688,hard
732,hard
788,hard
820,hard
800,hard
800,hard
804,hard
816,hard
788,hard
784,hard
796,hard
780,hard
768,hard
752,hard
824,easy
776,easy
740,easy
788,easy
864,easy
828,easy
796,easy
816,easy
844,easy
856,easy
812,easy
756,easy
772,easy
796,easy
884,easy
852,easy
856,easy
848,easy
844,easy
788,easy
732,easy
740,easy
764,easy
844,easy
856,easy
832,easy
868,easy
892,easy
868,easy
812,easy
796,easy
804,easy
832,easy
812,easy
792,easy
812,easy
836,easy
832,easy
836,hard
788,hard
796,hard
772,hard
736,hard
720,hard
728,hard
740,hard
724,hard
720,hard
712,hard
752,hard
796,hard
848,hard
792,hard
800,hard
780,hard
752,hard
724,hard
712,hard
692,hard
716,hard
696,hard
748,hard
764,hard
756,hard
756,hard
756,hard
772,hard
756,hard
728,hard
696,hard
688,hard
700,hard
704,hard
748,hard
772,hard
728,hard
744,hard
732,hard
748,hard
824,easy
772,easy
784,easy
844,easy
860,easy
780,easy
704,easy
728,easy
740,easy
768,easy
888,easy
920,easy
888,easy
908,easy
924,easy
864,easy
788,easy
768,easy
800,easy
844,easy
872,easy
904,easy
924,easy
880,easy
824,easy
772,easy
736,easy
760,easy
840,easy
904,easy
880,easy
908,easy
908,easy
828,easy
784,easy
816,easy
732,easy
724,easy
696,easy
684,easy
688,easy
780,easy
904,easy
940,easy
960,easy
944,easy
944,easy
928,easy
936,easy
888,easy
832,easy
808,easy
836,easy
904,easy
900,easy
840,easy
804,easy
832,easy
880,easy
852,easy
828,easy
876,easy
888,easy
872,easy
836,easy
796,easy
796,easy
828,easy
852,easy
804,easy
784,easy
800,easy
776,hard
764,hard
756,hard
748,hard
788,hard
784,hard
752,hard
740,hard
744,hard
756,hard
732,hard
728,hard
748,hard
760,hard
756,hard
772,hard
824,hard
808,hard
748,hard
752,hard
752,hard
720,hard
696,hard
688,hard
680,hard
716,hard
784,hard
800,hard
788,hard
788,hard
760,hard
772,hard
752,hard
760,hard
788,hard
724,hard
728,hard
712,hard
696,hard
740,hard
788,hard
828,easy
892,easy
908,easy
860,easy
856,easy
816,easy
844,easy
840,easy
768,easy
684,easy
688,easy
688,easy
688,easy
684,easy
740,easy
800,easy
856,easy
876,easy
900,easy
892,easy
868,easy
848,easy
816,easy
764,easy
764,easy
792,easy
824,easy
768,easy
752,easy
764,easy
808,easy
868,easy
872,easy
832,easy
792,easy
800,easy
852,easy
884,easy
788,easy
728,easy
740,easy
744,easy
792,easy
848,easy
824,easy
852,easy
832,easy
812,easy
780,easy
852,easy
876,easy
832,easy
808,easy
796,easy
820,easy
880,easy
924,easy
844,easy
828,easy
868,easy
928,easy
852,easy
828,easy
824,easy
864,easy
860,easy
860,easy
896,easy
836,easy
780,easy
780,easy
816,easy
856,easy
888,easy
896,easy
824,easy
832,easy
820,easy
832,easy
876,easy
888,easy
836,easy
856,easy
816,easy
764,easy
748,easy
696,easy
668,easy
664,easy
696,easy
708,easy
736,easy
744,easy
736,easy
744,easy
768,easy
808,easy
824,easy
928,easy
860,easy
780,easy
764,easy
800,easy
848,easy
840,easy
804,easy
820,easy
888,easy
920,easy
880,easy
844,easy
852,easy
876,easy
844,easy
888,easy
900,easy
828,easy
880,easy
912,easy
952,easy
912,easy
880,easy
904,easy
932,easy
928,easy
908,easy
888,easy
912,easy
900,easy
860,easy
832,easy
860,easy
912,easy
936,easy
912,easy
936,easy
948,easy
892,easy
888,easy
888,easy
884,easy
892,easy
904,easy
908,easy
900,easy
924,easy
888,easy
776,hard
780,hard
800,hard
792,hard
760,hard
748,hard
744,hard
712,hard
680,hard
696,hard
712,hard
732,hard
784,hard
776,hard
752,hard
748,hard
756,hard
736,hard
720,hard
704,hard
712,hard
724,hard
720,hard
728,hard
744,hard
776,hard
760,hard
728,hard
724,hard
728,hard
780,hard
760,hard
772,hard
804,hard
784,hard
792,hard
820,hard
872,hard
864,hard
844,hard
800,easy
848,easy
872,easy
864,easy
836,easy
828,easy
848,easy
824,easy
792,easy
816,easy
820,easy
820,easy
816,easy
852,easy
888,easy
848,easy
796,easy
804,easy
872,easy
872,easy
836,easy
800,easy
820,easy
848,easy
848,easy
812,easy
804,easy
816,easy
860,easy
856,easy
844,easy
864,easy
844,easy
812,easy
824,easy
844,easy
852,easy
964,easy
980,easy
924,easy
904,easy
852,easy
792,easy
796,easy
832,easy
844,easy
864,easy
840,easy
900,easy
908,easy
904,easy
876,easy
880,easy
896,easy
892,easy
844,easy
856,easy
848,easy
880,easy
916,easy
884,easy
836,easy
852,easy
856,easy
876,easy
840,easy
860,easy
888,easy
920,easy
848,easy
840,easy
860,easy
792,hard
804,hard
880,hard
912,hard
916,hard
892,hard
852,hard
820,hard
804,hard
800,hard
784,hard
784,hard
796,hard
812,hard
848,hard
832,hard
848,hard
848,hard
844,hard
864,hard
848,hard
804,hard
768,hard
732,hard
696,hard
712,hard
752,hard
784,hard
784,hard
772,hard
748,hard
744,hard
756,hard
768,hard
788,hard
824,hard
804,hard
784,hard
856,easy
876,easy
924,easy
892,easy
816,easy
824,easy
892,easy
904,easy
836,easy
800,easy
824,easy
832,easy
768,easy
712,easy
752,easy
744,easy
780,easy
912,easy
900,easy
872,easy
920,easy
964,easy
936,easy
896,easy
860,easy
864,easy
892,easy
892,easy
852,easy
868,easy
920,easy
944,easy
896,easy
864,easy
904,easy
936,hard
880,hard
820,hard
796,hard
796,hard
812,hard
824,hard
852,hard
852,hard
792,hard
784,hard
772,hard
804,hard
764,hard
784,hard
828,hard
848,hard
820,hard
860,hard
872,hard
844,hard
788,hard
788,hard
776,hard
764,hard
732,hard
724,hard
740,hard
764,hard
796,hard
768,hard
800,hard
776,hard
760,hard
784,hard
812,hard
792,hard
884,hard
