rr_interval,condition
868,hard
856,hard
796,hard
768,hard
680,hard
628,hard
592,hard
584,hard
596,hard
592,hard
616,hard
644,hard
708,hard
712,hard
696,hard
692,hard
716,hard
732,hard
680,hard
644,hard
644,hard
644,hard
656,hard
680,hard
656,hard
704,hard
688,hard
664,hard
640,hard
632,hard
620,hard
624,hard
620,hard
624,hard
640,hard
648,hard
668,hard
688,hard
656,hard
648,hard
636,hard
632,hard
600,hard
608,hard
608,hard
596,hard
632,hard
684,hard
776,hard
764,hard
716,hard
664,hard
640,hard
624,hard
612,hard
624,hard
644,hard
672,hard
720,hard
704,hard
740,hard
748,hard
728,hard
696,hard
712,hard
676,hard
664,hard
640,hard
632,hard
620,hard
612,hard
636,hard
672,hard
700,hard
736,hard
788,hard
748,hard
704,hard
680,hard
648,hard
632,hard
616,hard
600,hard
604,hard
628,hard
664,hard
652,hard
676,hard
708,hard
744,hard
776,hard
708,hard
736,hard
796,hard
772,hard
736,hard
748,hard
720,hard
724,hard
716,hard
752,hard
740,hard
768,hard
796,hard
816,hard
776,hard
732,hard
692,hard
664,hard
660,hard
680,hard
708,hard
728,hard
708,hard
736,hard
732,hard
760,hard
760,hard
728,hard
700,hard
676,hard
656,hard
660,hard
672,hard
684,hard
680,hard
724,hard
756,hard
732,hard
728,hard
684,hard
648,hard
648,hard
628,easy
688,easy
716,easy
784,easy
756,easy
720,easy
720,easy
764,easy
772,easy
700,easy
664,easy
640,easy
632,easy
644,easy
660,easy
664,easy
672,easy
668,easy
688,easy
732,easy
720,easy
704,easy
676,easy
672,easy
664,easy
684,easy
676,easy
728,easy
756,easy
736,easy
712,easy
720,easy
716,easy
716,easy
700,easy
672,easy
660,easy
676,easy
720,easy
752,easy
760,easy
772,easy
748,easy
700,easy
752,easy
768,easy
724,easy
688,easy
680,easy
668,easy
624,easy
612,easy
600,easy
592,easy
604,easy
600,easy
600,easy
604,easy
612,easy
608,easy
620,easy
668,easy
732,easy
712,easy
720,easy
776,easy
780,easy
708,easy
660,easy
636,easy
632,easy
640,easy
656,easy
676,easy
776,easy
824,easy
868,easy
884,easy
872,easy
804,easy
740,easy
684,easy
676,easy
680,easy
728,easy
760,easy
824,easy
860,hard
812,hard
764,hard
704,hard
672,hard
700,hard
788,hard
876,hard
836,hard
836,hard
836,hard
812,hard
756,hard
732,hard
732,hard
760,hard
780,hard
756,hard
740,hard
784,hard
776,hard
748,hard
824,hard
844,hard
800,hard
760,hard
716,hard
740,hard
764,hard
800,hard
776,hard
728,hard
712,hard
768,hard
864,hard
784,hard
792,hard
776,hard
764,hard
760,hard
896,easy
896,easy
864,easy
832,easy
756,easy
700,easy
688,easy
696,easy
708,easy
712,easy
704,easy
700,easy
716,easy
764,easy
756,easy
736,easy
716,easy
704,easy
724,easy
744,easy
716,easy
728,easy
752,easy
768,easy
752,easy
712,easy
724,easy
792,easy
732,easy
756,easy
764,easy
824,easy
864,easy
764,easy
720,easy
692,easy
684,easy
676,easy
792,easy
788,easy
752,hard
760,hard
748,hard
808,hard
820,hard
768,hard
736,hard
704,hard
696,hard
696,hard
732,hard
748,hard
812,hard
828,hard
800,hard
796,hard
796,hard
772,hard
736,hard
692,hard
688,hard
668,hard
660,hard
680,hard
720,hard
776,hard
796,hard
792,hard
820,hard
836,hard
776,hard
764,hard
740,hard
704,hard
704,hard
704,hard
700,hard
696,hard
732,hard
812,hard
836,hard
784,hard
736,hard
696,hard
688,hard
720,hard
756,hard
824,hard
812,hard
784,hard
752,hard
716,hard
696,hard
692,hard
704,hard
776,hard
836,hard
792,hard
720,hard
752,hard
732,hard
696,hard
664,hard
664,hard
692,hard
748,hard
780,hard
772,hard
776,hard
812,hard
840,hard
824,hard
776,hard
800,hard
836,hard
884,hard
860,hard
824,hard
800,hard
780,hard
780,easy
728,easy
688,easy
684,easy
704,easy
724,easy
812,easy
844,easy
828,easy
828,easy
828,easy
796,easy
752,easy
712,easy
704,easy
684,easy
720,easy
760,easy
