heart_rate,condition
81,hard
80,hard
80,hard
80,hard
79,hard
80,hard
80,hard
80,hard
80,hard
80,hard
79,hard
79,hard
79,hard
79,hard
79,hard
79,hard
80,hard
80,hard
80,hard
80,hard
79,hard
79,hard
79,hard
79,hard
79,hard
79,hard
80,hard
79,hard
80,hard
80,hard
80,hard
80,easy
80,easy
80,easy
80,easy
80,easy
80,easy
78,easy
78,easy
78,easy
77,easy
77,easy
77,easy
78,easy
78,easy
77,easy
77,easy
78,easy
78,easy
77,easy
77,easy
78,easy
78,easy
77,easy
77,easy
78,easy
78,easy
78,easy
79,easy
79,easy
78,easy
83,hard
84,hard
83,hard
84,hard
85,hard
86,hard
85,hard
86,hard
86,hard
86,hard
86,hard
86,hard
86,hard
86,hard
86,hard
86,hard
86,hard
86,hard
86,hard
86,hard
86,hard
86,hard
85,hard
85,hard
85,hard
84,hard
84,hard
84,hard
84,hard
84,hard
84,hard
80,easy
80,easy
79,easy
78,easy
78,easy
78,easy
79,easy
79,easy
79,easy
78,easy
78,easy
79,easy
79,easy
78,easy
77,easy
78,easy
79,easy
79,easy
79,easy
79,easy
80,easy
80,easy
80,easy
80,easy
81,easy
81,easy
81,easy
81,easy
81,easy
81,easy
84,hard
83,hard
82,hard
81,hard
81,hard
82,hard
83,hard
84,hard
85,hard
86,hard
87,hard
87,hard
87,hard
87,hard
87,hard
88,hard
89,hard
90,hard
91,hard
92,hard
92,hard
93,hard
93,hard
94,hard
94,hard
95,hard
95,hard
95,hard
94,hard
94,hard
90,easy
89,easy
89,easy
88,easy
87,easy
86,easy
86,easy
86,easy
85,easy
85,easy
85,easy
85,easy
85,easy
85,easy
84,easy
84,easy
83,easy
83,easy
82,easy
81,easy
81,easy
81,easy
81,easy
80,easy
79,easy
79,easy
79,easy
79,easy
79,easy
80,easy
83,hard
84,hard
83,hard
82,hard
81,hard
80,hard
80,hard
81,hard
80,hard
79,hard
78,hard
77,hard
78,hard
77,hard
77,hard
76,hard
77,hard
77,hard
76,hard
77,hard
78,hard
78,hard
79,hard
80,hard
80,hard
80,hard
79,hard
80,hard
81,hard
81,hard
81,hard
84,hard
84,hard
85,hard
85,hard
85,hard
84,hard
84,hard
84,hard
84,hard
83,hard
83,hard
83,hard
82,hard
81,hard
81,hard
81,hard
80,hard
80,hard
80,hard
80,hard
80,hard
79,hard
79,hard
79,hard
79,hard
79,hard
79,hard
80,hard
80,hard
80,hard
80,hard
81,easy
80,easy
79,easy
79,easy
80,easy
80,easy
79,easy
79,easy
80,easy
82,easy
83,easy
83,easy
82,easy
83,easy
82,easy
81,easy
81,easy
81,easy
81,easy
80,easy
80,easy
80,easy
80,easy
79,easy
79,easy
80,easy
80,easy
79,easy
80,easy
80,easy
78,hard
78,hard
77,hard
76,hard
75,hard
76,hard
77,hard
77,hard
77,hard
77,hard
77,hard
78,hard
78,hard
77,hard
77,hard
76,hard
75,hard
75,hard
75,hard
75,hard
75,hard
75,hard
75,hard
75,hard
75,hard
75,hard
75,hard
75,hard
75,hard
75,hard
75,hard
76,easy
76,easy
76,easy
77,easy
78,easy
79,easy
79,easy
79,easy
79,easy
78,easy
77,easy
77,easy
77,easy
79,easy
79,easy
78,easy
78,easy
77,easy
78,easy
78,easy
78,easy
77,easy
77,easy
78,easy
79,easy
80,easy
80,easy
80,easy
80,easy
80,easy
102,easy
102,easy
102,easy
101,easy
101,easy
99,easy
99,easy
98,easy
96,easy
94,easy
92,easy
91,easy
90,easy
88,easy
88,easy
87,easy
86,easy
86,easy
85,easy
84,easy
84,easy
83,easy
83,easy
82,easy
82,easy
81,easy
80,easy
80,easy
80,easy
79,easy
76,hard
77,hard
78,hard
78,hard
78,hard
79,hard
79,hard
80,hard
79,hard
79,hard
79,hard
78,hard
78,hard
78,hard
77,hard
77,hard
76,hard
75,hard
75,hard
75,hard
75,hard
76,hard
76,hard
75,hard
75,hard
76,hard
75,hard
75,hard
76,hard
76,hard
77,easy
77,easy
76,easy
77,easy
77,easy
76,easy
75,easy
75,easy
75,easy
74,easy
74,easy
74,easy
74,easy
74,easy
74,easy
74,easy
73,easy
74,easy
74,easy
74,easy
74,easy
75,easy
75,easy
74,easy
74,easy
74,easy
73,easy
73,easy
74,easy
74,easy
73,easy
77,hard
77,hard
75,hard
75,hard
75,hard
75,hard
75,hard
74,hard
75,hard
74,hard
74,hard
73,hard
74,hard
74,hard
74,hard
74,hard
74,hard
74,hard
75,hard
75,hard
76,hard
76,hard
77,hard
78,hard
