rr_interval,condition
732,hard
784,hard
860,hard
860,hard
756,hard
736,hard
792,hard
812,hard
756,hard
700,hard
708,hard
740,hard
784,hard
720,hard
740,hard
776,hard
828,hard
772,hard
724,hard
736,hard
768,hard
792,hard
732,hard
716,hard
744,hard
792,hard
756,hard
732,hard
764,hard
800,hard
784,hard
732,hard
740,hard
776,hard
784,hard
720,hard
724,hard
748,hard
800,hard
736,hard
720,hard
892,easy
844,easy
740,easy
704,easy
728,easy
772,easy
824,easy
744,easy
716,easy
760,easy
828,easy
872,easy
780,easy
748,easy
784,easy
832,easy
832,easy
736,easy
716,easy
768,easy
816,easy
840,easy
772,easy
724,easy
744,easy
776,easy
816,easy
792,easy
740,easy
752,easy
796,easy
836,easy
812,easy
732,easy
720,easy
744,easy
772,easy
760,easy
716,easy
716,easy
688,hard
664,hard
676,hard
704,hard
740,hard
720,hard
668,hard
644,hard
656,hard
680,hard
716,hard
708,hard
680,hard
680,hard
692,hard
712,hard
684,hard
660,hard
680,hard
700,hard
728,hard
700,hard
692,hard
712,hard
728,hard
696,hard
676,hard
684,hard
700,hard
708,hard
680,hard
692,hard
728,hard
744,hard
712,hard
708,hard
752,hard
760,hard
716,hard
700,hard
712,hard
732,hard
708,hard
728,easy
800,easy
824,easy
780,easy
760,easy
804,easy
840,easy
844,easy
772,easy
716,easy
692,easy
716,easy
792,easy
832,easy
824,easy
736,easy
712,easy
728,easy
780,easy
836,easy
832,easy
792,easy
708,easy
696,easy
720,easy
772,easy
768,easy
720,easy
700,easy
724,easy
760,easy
784,easy
732,easy
696,easy
692,easy
712,easy
768,easy
776,easy
732,easy
708,easy
680,hard
696,hard
740,hard
700,hard
728,hard
776,hard
816,hard
816,hard
776,hard
712,hard
688,hard
676,hard
664,hard
628,hard
632,hard
648,hard
652,hard
636,hard
656,hard
672,hard
700,hard
716,hard
696,hard
652,hard
652,hard
640,hard
632,hard
628,hard
612,hard
612,hard
612,hard
628,hard
636,hard
620,hard
628,hard
628,hard
636,hard
624,hard
612,hard
604,hard
600,hard
612,hard
624,hard
624,hard
616,hard
620,hard
652,easy
672,easy
736,easy
748,easy
692,easy
672,easy
692,easy
740,easy
792,easy
756,easy
700,easy
696,easy
728,easy
752,easy
776,easy
724,easy
684,easy
680,easy
688,easy
732,easy
720,easy
708,easy
736,easy
776,easy
820,easy
748,easy
724,easy
768,easy
784,easy
804,easy
728,easy
724,easy
756,easy
788,easy
892,easy
776,easy
760,easy
772,easy
784,easy
788,easy
724,easy
728,hard
708,hard
660,hard
664,hard
700,hard
776,hard
816,hard
848,hard
836,hard
764,hard
712,hard
724,hard
748,hard
800,hard
848,hard
880,hard
784,hard
768,hard
796,hard
820,hard
836,hard
792,hard
748,hard
784,hard
800,hard
820,hard
748,hard
716,hard
716,hard
724,hard
732,hard
700,hard
700,hard
732,hard
760,hard
780,hard
752,hard
708,hard
712,hard
716,hard
688,hard
712,hard
744,hard
772,hard
704,hard
668,hard
