rr_interval,condition
784,neutral
796,neutral
780,neutral
764,neutral
760,neutral
736,neutral
696,neutral
648,neutral
652,neutral
632,neutral
620,neutral
656,neutral
716,neutral
768,neutral
796,neutral
732,neutral
712,neutral
736,neutral
776,neutral
816,neutral
788,neutral
772,negative
796,negative
732,negative
728,negative
748,negative
812,negative
836,negative
772,negative
736,negative
760,negative
800,negative
828,negative
792,negative
744,negative
752,negative
780,negative
812,negative
744,negative
752,negative
812,negative
788,positive
768,positive
788,positive
828,positive
824,positive
756,positive
740,positive
776,positive
828,positive
860,positive
796,positive
740,positive
756,positive
780,positive
812,positive
820,positive
744,positive
712,positive
716,positive
756,positive
744,positive
692,positive
668,positive
664,positive
692,positive
740,positive
800,positive
736,positive
720,positive
776,positive
844,positive
884,positive
800,positive
772,positive
856,positive
888,positive
916,positive
792,positive
776,positive
844,neutral
780,neutral
792,neutral
860,neutral
924,neutral
836,neutral
780,neutral
804,neutral
860,neutral
888,neutral
784,neutral
772,neutral
808,neutral
864,neutral
796,neutral
772,neutral
800,neutral
884,neutral
868,negative
824,negative
756,negative
756,negative
820,negative
920,negative
880,negative
780,negative
780,negative
828,negative
904,negative
856,negative
784,negative
792,negative
848,negative
884,negative
784,negative
752,negative
844,neutral
776,neutral
816,neutral
860,neutral
872,neutral
768,neutral
760,neutral
808,neutral
884,neutral
808,neutral
760,neutral
808,neutral
860,neutral
912,neutral
812,neutral
768,neutral
800,neutral
840,neutral
780,neutral
840,neutral
904,neutral
852,neutral
756,neutral
744,neutral
820,neutral
900,neutral
864,neutral
784,neutral
840,neutral
876,neutral
912,neutral
804,neutral
776,neutral
828,neutral
928,neutral
896,neutral
796,neutral
792,neutral
820,neutral
916,neutral
896,neutral
796,neutral
800,neutral
868,neutral
916,neutral
876,neutral
780,neutral
780,neutral
820,neutral
868,neutral
880,neutral
784,neutral
732,neutral
744,neutral
788,neutral
948,neutral
904,neutral
812,neutral
828,neutral
868,neutral
888,neutral
852,neutral
792,neutral
836,neutral
908,neutral
884,neutral
780,neutral
788,neutral
844,neutral
892,neutral
812,neutral
816,neutral
852,negative
904,negative
860,negative
768,negative
780,negative
812,negative
880,negative
792,negative
760,negative
820,negative
904,negative
844,negative
756,negative
764,negative
820,negative
896,negative
804,negative
760,negative
800,positive
848,positive
824,positive
780,positive
804,positive
872,positive
884,positive
848,positive
760,positive
760,positive
776,positive
832,positive
840,positive
756,positive
748,positive
788,positive
880,positive
848,positive
756,positive
776,positive
836,positive
896,positive
932,positive
796,positive
760,positive
804,positive
848,positive
888,positive
796,positive
760,positive
820,positive
896,positive
916,positive
816,positive
752,positive
768,positive
796,positive
788,negative
832,negative
904,negative
892,negative
780,negative
752,negative
772,negative
884,negative
860,negative
772,negative
808,negative
864,negative
888,negative
832,negative
752,negative
756,negative
780,negative
860,negative
776,negative
836,negative
868,negative
844,negative
752,negative
744,negative
780,negative
884,negative
876,negative
784,negative
812,negative
860,negative
876,negative
824,negative
760,negative
780,negative
816,negative
824,negative
744,positive
804,positive
828,positive
744,positive
728,positive
736,positive
796,positive
856,positive
768,positive
724,positive
704,positive
780,positive
872,positive
896,positive
876,positive
748,positive
712,positive
728,positive
792,positive
736,negative
840,negative
888,negative
912,negative
864,negative
772,negative
788,negative
772,negative
828,negative
844,negative
788,negative
804,negative
864,negative
876,negative
844,negative
768,negative
800,negative
828,negative
820,positive
748,positive
760,positive
788,positive
828,positive
776,positive
720,positive
728,positive
812,positive
884,positive
884,positive
776,positive
748,positive
768,positive
812,positive
856,positive
824,positive
752,positive
748,positive
800,neutral
852,neutral
904,neutral
928,neutral
832,neutral
772,neutral
784,neutral
848,neutral
912,neutral
836,neutral
752,neutral
760,neutral
792,neutral
