rr_interval,condition
848,neutral
884,neutral
796,neutral
764,neutral
792,neutral
808,positive
856,positive
848,positive
756,positive
740,positive
796,positive
884,positive
908,positive
828,positive
756,positive
768,positive
832,positive
864,positive
808,positive
736,positive
716,positive
752,positive
860,positive
892,positive
784,neutral
752,neutral
776,neutral
856,neutral
896,neutral
828,neutral
752,neutral
724,neutral
768,neutral
908,neutral
948,neutral
920,neutral
808,neutral
784,neutral
812,neutral
864,neutral
916,neutral
852,neutral
784,neutral
956,negative
836,negative
756,negative
748,negative
732,negative
724,negative
684,negative
680,negative
732,negative
860,negative
928,negative
936,negative
848,negative
820,negative
860,negative
928,negative
932,negative
812,negative
984,positive
872,positive
796,positive
856,positive
908,positive
884,positive
788,positive
796,positive
844,positive
896,positive
848,positive
768,positive
776,positive
792,positive
724,positive
696,positive
732,positive
900,positive
884,neutral
928,neutral
960,neutral
956,neutral
840,neutral
808,neutral
832,neutral
856,neutral
856,neutral
772,neutral
776,neutral
828,neutral
940,neutral
968,neutral
912,neutral
800,neutral
784,neutral
820,neutral
788,positive
876,positive
924,positive
876,positive
780,positive
788,positive
864,positive
900,positive
908,positive
848,positive
772,positive
788,positive
808,positive
888,positive
920,positive
912,positive
800,positive
808,positive
880,neutral
900,neutral
900,neutral
808,neutral
760,neutral
760,neutral
776,neutral
776,neutral
708,neutral
676,neutral
680,neutral
748,neutral
856,neutral
844,neutral
748,neutral
732,neutral
752,neutral
784,neutral
848,neutral
780,positive
820,positive
840,positive
860,positive
844,positive
764,positive
732,positive
740,positive
772,positive
852,positive
876,positive
808,positive
776,positive
800,positive
864,positive
964,positive
964,positive
852,positive
816,negative
844,negative
876,negative
896,negative
796,negative
744,negative
780,negative
848,negative
920,negative
896,negative
776,negative
784,negative
820,negative
872,negative
864,negative
772,negative
788,negative
840,negative
880,negative
908,negative
856,negative
776,negative
780,negative
840,negative
932,negative
888,negative
776,negative
768,negative
816,negative
884,negative
848,negative
760,negative
756,negative
804,negative
896,negative
896,negative
848,positive
912,positive
824,positive
816,positive
872,positive
920,positive
852,positive
800,positive
828,positive
876,positive
880,positive
780,positive
772,positive
780,positive
844,positive
872,positive
772,positive
784,positive
740,positive
788,positive
916,positive
964,positive
888,positive
772,positive
756,positive
828,positive
912,positive
876,positive
756,positive
740,positive
764,positive
816,positive
808,positive
760,positive
708,positive
668,positive
648,positive
776,neutral
836,neutral
768,neutral
728,neutral
760,neutral
852,neutral
924,neutral
900,neutral
768,neutral
756,neutral
784,neutral
856,neutral
940,neutral
828,neutral
772,neutral
836,neutral
928,neutral
924,neutral
876,negative
780,negative
792,negative
832,negative
916,negative
856,negative
772,negative
820,negative
876,negative
888,negative
792,negative
792,negative
836,negative
876,negative
828,negative
776,negative
808,negative
864,negative
872,negative
908,negative
808,negative
796,negative
852,negative
896,negative
828,negative
772,negative
820,negative
884,negative
920,negative
820,negative
784,negative
804,negative
860,negative
888,negative
808,negative
788,negative
868,neutral
892,neutral
900,neutral
828,neutral
784,neutral
808,neutral
828,neutral
884,neutral
828,neutral
800,neutral
840,neutral
900,neutral
912,neutral
824,neutral
808,neutral
832,neutral
864,neutral
872,neutral
852,negative
768,negative
756,negative
796,negative
860,negative
896,negative
816,negative
780,negative
816,negative
860,negative
856,negative
776,negative
792,negative
836,negative
876,negative
820,negative
764,negative
796,negative
824,positive
800,positive
832,positive
852,positive
804,positive
760,positive
784,positive
812,positive
856,positive
788,positive
760,positive
796,positive
816,positive
824,positive
752,positive
740,positive
764,positive
788,positive
824,positive
756,positive
744,positive
772,positive
824,positive
804,positive
732,positive
712,positive
756,positive
824,positive
864,positive
772,positive
760,positive
788,positive
832,positive
864,positive
788,positive
764,positive
792,positive
844,positive
764,negative
784,negative
832,negative
896,negative
844,negative
772,negative
780,negative
820,negative
868,negative
796,negative
752,negative
776,negative
828,negative
820,negative
768,negative
796,negative
832,negative
816,negative
764,negative
784,neutral
848,neutral
800,neutral
768,neutral
796,neutral
848,neutral
848,neutral
776,neutral
768,neutral
804,neutral
836,neutral
832,neutral
760,neutral
752,neutral
792,neutral
844,neutral
820,neutral
748,neutral
760,neutral
852,neutral
780,neutral
760,neutral
772,neutral
800,neutral
816,neutral
744,neutral
724,neutral
760,neutral
852,neutral
904,neutral
900,neutral
796,neutral
756,neutral
780,neutral
836,neutral
864,neutral
880,neutral
800,neutral
856,neutral
880,neutral
812,neutral
776,neutral
808,neutral
844,neutral
856,neutral
784,neutral
768,neutral
804,neutral
848,neutral
880,neutral
788,neutral
760,neutral
784,neutral
836,neutral
876,neutral
800,neutral
768,neutral
760,positive
800,positive
848,positive
872,positive
776,positive
728,positive
732,positive
804,positive
924,positive
900,positive
812,positive
808,positive
832,positive
888,positive
868,positive
788,positive
784,positive
820,positive
764,neutral
756,neutral
776,neutral
840,neutral
852,neutral
772,neutral
776,neutral
828,neutral
880,neutral
852,neutral
752,neutral
704,neutral
708,neutral
904,neutral
940,neutral
940,neutral
928,neutral
896,neutral
848,positive
772,positive
800,positive
832,positive
872,positive
788,positive
760,positive
800,positive
852,positive
872,positive
872,positive
796,positive
744,positive
740,positive
776,positive
880,positive
884,positive
788,positive
840,negative
864,negative
780,negative
784,negative
836,negative
880,negative
860,negative
772,negative
788,negative
832,negative
864,negative
796,negative
780,negative
820,negative
860,negative
824,negative
768,negative
776,negative
752,positive
760,positive
780,positive
832,positive
768,positive
748,positive
784,positive
848,positive
876,positive
840,positive
752,positive
728,positive
748,positive
832,positive
888,positive
808,positive
776,positive
840,positive
752,negative
752,negative
792,negative
836,negative
848,negative
780,negative
748,negative
780,negative
808,negative
824,negative
796,negative
744,negative
748,negative
788,negative
848,negative
796,negative
764,negative
784,negative
808,negative
784,negative
852,negative
880,negative
788,negative
772,negative
824,negative
864,negative
844,negative
768,negative
764,negative
816,negative
884,negative
856,negative
768,negative
768,negative
800,negative
832,negative
816,negative
748,negative
860,negative
864,negative
784,negative
800,negative
816,negative
836,negative
768,negative
740,negative
768,negative
800,negative
816,negative
752,negative
748,negative
796,negative
868,negative
860,negative
772,negative
772,negative
788,negative
828,negative
820,negative
752,negative
736,negative
772,negative
816,negative
784,negative
740,negative
744,negative
788,negative
864,negative
840,negative
764,negative
768,negative
808,negative
872,negative
892,negative
796,negative
764,negative
776,positive
812,positive
840,positive
788,positive
732,positive
748,positive
768,positive
812,positive
756,positive
736,positive
772,positive
808,positive
840,positive
772,positive
744,positive
780,positive
804,positive
820,positive
748,positive
732,positive
708,positive
756,positive
832,positive
820,positive
736,positive
728,positive
772,positive
808,positive
800,positive
736,positive
740,positive
776,positive
824,positive
780,positive
764,positive
788,positive
820,positive
844,positive
796,positive
868,positive
788,positive
776,positive
808,positive
856,positive
824,positive
748,positive
712,positive
712,positive
908,positive
844,positive
844,positive
856,positive
764,positive
720,positive
732,positive
764,positive
832,positive
824,positive
788,neutral
848,neutral
896,neutral
860,neutral
780,neutral
784,neutral
816,neutral
856,neutral
848,neutral
780,neutral
764,neutral
784,neutral
824,neutral
796,neutral
744,neutral
740,neutral
800,neutral
844,neutral
876,neutral
812,negative
892,negative
888,negative
824,negative
768,negative
796,negative
800,negative
816,negative
752,negative
768,negative
808,negative
868,negative
852,negative
776,negative
788,negative
800,negative
824,negative
816,negative
748,negative
744,neutral
776,neutral
828,neutral
852,neutral
756,neutral
724,neutral
764,neutral
844,neutral
868,neutral
784,neutral
776,neutral
812,neutral
852,neutral
840,neutral
756,neutral
752,neutral
780,neutral
812,neutral
848,neutral
796,neutral
844,neutral
876,neutral
800,neutral
768,neutral
800,neutral
852,neutral
860,neutral
768,neutral
732,neutral
756,neutral
800,neutral
852,neutral
796,neutral
748,neutral
760,neutral
820,neutral
872,neutral
880,neutral
840,neutral
872,neutral
848,neutral
772,neutral
784,neutral
820,neutral
852,neutral
824,neutral
764,neutral
772,neutral
824,neutral
852,neutral
792,neutral
768,neutral
812,neutral
852,neutral
860,neutral
764,neutral
784,classifying
776,classifying
816,classifying
