rr_interval,condition
724,hard
728,hard
748,hard
772,hard
772,hard
796,hard
820,hard
780,hard
740,hard
736,hard
748,hard
740,hard
728,hard
728,hard
732,hard
760,hard
756,hard
740,hard
744,hard
732,hard
712,hard
720,hard
732,hard
772,hard
756,hard
736,hard
724,hard
736,hard
732,hard
788,hard
800,hard
796,hard
800,hard
784,hard
784,hard
752,hard
740,hard
728,hard
720,hard
692,hard
708,hard
776,hard
860,hard
876,hard
864,hard
852,hard
816,hard
760,hard
744,hard
736,hard
732,hard
728,hard
712,hard
704,hard
724,hard
744,hard
784,hard
824,hard
868,hard
808,hard
780,hard
772,hard
780,hard
760,hard
744,hard
724,hard
724,hard
724,hard
760,easy
752,easy
740,easy
724,easy
708,easy
692,easy
680,easy
668,easy
660,easy
672,easy
692,easy
720,easy
764,easy
796,easy
792,easy
780,easy
736,easy
724,easy
740,easy
740,easy
748,easy
776,easy
804,easy
776,easy
752,easy
744,easy
756,easy
764,easy
768,easy
780,easy
788,easy
768,easy
732,easy
744,easy
748,easy
752,easy
752,easy
760,easy
780,easy
756,easy
748,easy
728,easy
736,easy
732,easy
732,easy
732,easy
704,easy
696,easy
696,easy
672,easy
652,easy
672,easy
740,easy
720,easy
728,easy
752,easy
756,easy
736,easy
728,easy
728,easy
736,easy
712,easy
712,easy
712,easy
744,easy
744,easy
752,easy
744,easy
772,easy
752,easy
756,easy
756,easy
752,easy
720,easy
724,easy
736,easy
776,easy
800,easy
800,easy
760,easy
756,easy
744,easy
756,easy
772,easy
756,easy
760,easy
768,easy
768,easy
756,easy
736,easy
736,easy
744,easy
748,easy
732,easy
708,easy
712,easy
728,easy
752,easy
788,easy
820,easy
820,easy
752,easy
744,easy
736,easy
764,easy
744,easy
752,easy
736,easy
732,easy
724,easy
724,easy
740,easy
792,easy
772,easy
752,easy
764,easy
776,easy
752,easy
756,easy
732,easy
732,easy
736,easy
