rr_interval,condition
748,hard
720,hard
692,hard
660,hard
652,hard
648,hard
648,hard
640,hard
632,hard
628,hard
640,hard
652,hard
660,hard
676,hard
688,hard
724,hard
744,hard
784,hard
832,hard
856,hard
768,hard
732,hard
740,hard
752,hard
740,hard
752,hard
744,hard
752,hard
780,hard
780,hard
784,hard
804,hard
796,hard
748,hard
752,hard
768,hard
780,hard
776,hard
764,hard
768,hard
740,hard
728,hard
776,hard
784,hard
772,hard
740,hard
704,hard
688,hard
688,hard
696,hard
728,hard
744,hard
760,hard
760,hard
716,hard
708,hard
724,hard
724,hard
696,hard
676,hard
684,hard
684,hard
704,hard
748,hard
796,hard
812,hard
760,hard
752,hard
756,hard
760,hard
796,hard
780,hard
784,hard
784,hard
796,hard
816,hard
816,hard
820,hard
804,hard
756,hard
780,hard
780,hard
772,hard
848,easy
888,easy
884,easy
864,easy
836,easy
804,easy
768,easy
724,easy
708,easy
712,easy
704,easy
724,easy
768,easy
832,easy
804,easy
764,easy
764,easy
792,easy
780,easy
776,easy
780,easy
796,easy
744,easy
728,easy
748,easy
764,easy
764,easy
784,easy
812,easy
804,easy
744,easy
732,easy
752,easy
756,easy
768,easy
792,easy
812,easy
764,easy
732,easy
812,hard
840,hard
856,hard
828,hard
804,hard
772,hard
744,hard
720,hard
688,hard
648,hard
628,hard
608,hard
596,hard
600,hard
664,hard
720,hard
744,hard
772,hard
776,hard
788,hard
792,hard
788,hard
796,hard
796,hard
772,hard
752,hard
732,hard
696,hard
692,hard
696,hard
708,hard
736,hard
780,hard
760,hard
768,hard
788,hard
784,hard
780,hard
756,hard
740,hard
760,hard
772,easy
788,easy
792,easy
760,easy
740,easy
760,easy
724,easy
708,easy
688,easy
672,easy
660,easy
668,easy
712,easy
772,easy
840,easy
820,easy
808,easy
808,easy
744,easy
740,easy
736,easy
740,easy
736,easy
732,easy
720,easy
724,easy
736,easy
736,easy
744,easy
772,easy
760,easy
732,easy
704,easy
708,easy
724,easy
724,easy
732,easy
752,easy
760,easy
744,easy
724,easy
616,easy
608,easy
604,easy
600,easy
600,easy
612,easy
624,easy
628,easy
632,easy
632,easy
632,easy
636,easy
632,easy
624,easy
624,easy
624,easy
644,easy
700,easy
868,easy
896,easy
876,easy
848,easy
796,easy
764,easy
740,easy
740,easy
768,easy
796,easy
816,easy
784,easy
796,easy
788,easy
772,easy
744,easy
732,easy
752,easy
776,easy
784,easy
772,easy
752,easy
792,easy
720,easy
696,easy
664,easy
664,easy
688,easy
792,easy
796,easy
792,easy
784,easy
764,easy
744,easy
732,easy
736,easy
700,easy
692,easy
692,easy
704,easy
692,easy
704,easy
716,easy
736,easy
728,easy
720,easy
724,easy
740,easy
736,easy
740,easy
748,easy
772,easy
748,easy
752,easy
752,easy
764,easy
736,easy
736,easy
728,easy
752,easy
772,easy
764,easy
752,easy
792,easy
768,easy
772,easy
764,hard
776,hard
744,hard
720,hard
696,hard
672,hard
676,hard
676,hard
728,hard
784,hard
872,hard
832,hard
788,hard
748,hard
728,hard
720,hard
724,hard
788,hard
812,hard
792,hard
768,hard
780,hard
760,hard
760,hard
752,hard
756,hard
760,hard
796,hard
796,hard
828,hard
776,hard
756,hard
788,hard
788,hard
760,hard
752,hard
752,hard
768,hard
752,hard
748,hard
776,hard
756,hard
720,hard
720,hard
724,hard
740,hard
788,hard
808,hard
800,hard
780,hard
756,hard
720,hard
700,hard
696,hard
708,hard
716,hard
720,hard
760,hard
784,hard
724,hard
712,hard
724,hard
768,hard
768,hard
780,hard
768,hard
752,hard
732,hard
732,hard
740,hard
788,hard
772,hard
756,hard
780,hard
796,hard
772,hard
756,hard
744,hard
756,hard
732,hard
720,hard
752,easy
736,easy
704,easy
684,easy
684,easy
676,easy
684,easy
700,easy
720,easy
724,easy
724,easy
704,easy
696,easy
704,easy
732,easy
772,easy
776,easy
772,easy
780,easy
728,easy
700,easy
700,easy
712,easy
740,easy
764,easy
788,easy
824,easy
760,easy
732,easy
728,easy
736,easy
736,easy
748,easy
772,easy
812,easy
756,easy
728,easy
724,easy
756,easy
744,easy
752,easy
644,easy
636,easy
620,easy
620,easy
628,easy
652,easy
692,easy
716,easy
712,easy
696,easy
696,easy
704,easy
716,easy
716,easy
712,easy
716,easy
736,easy
720,easy
732,easy
780,easy
800,easy
776,easy
792,easy
836,easy
776,easy
732,easy
728,easy
740,easy
744,easy
764,easy
796,easy
868,easy
816,easy
792,easy
752,easy
760,easy
744,easy
740,easy
748,easy
776,easy
764,easy
760,easy
688,hard
684,hard
672,hard
660,hard
648,hard
640,hard
628,hard
616,hard
612,hard
612,hard
608,hard
612,hard
628,hard
648,hard
668,hard
748,hard
840,hard
844,hard
848,hard
860,hard
780,hard
748,hard
732,hard
752,hard
756,hard
740,hard
728,hard
760,hard
768,hard
748,hard
744,hard
764,hard
740,hard
708,hard
696,hard
700,hard
736,hard
736,hard
792,hard
844,hard
808,hard
752,hard
660,hard
648,hard
644,hard
644,hard
668,hard
696,hard
724,hard
716,hard
696,hard
684,hard
684,hard
688,hard
700,hard
704,hard
728,hard
756,hard
724,hard
720,hard
720,hard
736,hard
728,hard
712,hard
704,hard
712,hard
724,hard
720,hard
692,hard
688,hard
744,hard
756,hard
724,hard
712,hard
736,hard
724,hard
708,hard
708,hard
704,hard
704,hard
704,hard
720,hard
764,hard
744,hard
724,hard
664,easy
688,easy
708,easy
728,easy
824,easy
756,easy
732,easy
704,easy
688,easy
676,easy
660,easy
640,easy
628,easy
616,easy
608,easy
600,easy
616,easy
632,easy
644,easy
656,easy
692,easy
680,easy
680,easy
676,easy
700,easy
720,easy
744,easy
800,easy
832,easy
808,easy
756,easy
748,easy
768,easy
736,easy
740,easy
744,easy
772,easy
756,easy
748,easy
760,easy
788,easy
772,easy
760,easy
624,easy
616,easy
616,easy
624,easy
636,easy
644,easy
652,easy
652,easy
640,easy
632,easy
624,easy
612,easy
604,easy
604,easy
600,easy
600,easy
612,easy
668,easy
720,easy
792,easy
860,easy
852,easy
800,easy
748,easy
728,easy
728,easy
732,easy
736,easy
764,easy
800,easy
764,easy
748,easy
748,easy
748,easy
720,easy
724,easy
756,easy
764,easy
732,easy
708,easy
672,easy
660,easy
676,easy
712,easy
712,easy
700,easy
696,easy
688,easy
676,easy
660,easy
648,easy
628,easy
624,easy
608,easy
596,easy
584,easy
576,easy
572,easy
572,easy
580,easy
608,easy
712,easy
736,easy
780,easy
856,easy
804,easy
756,easy
724,easy
716,easy
708,easy
696,easy
696,easy
688,easy
724,easy
712,easy
732,easy
740,easy
748,easy
716,easy
704,easy
708,easy
748,easy
760,easy
760,easy
764,easy
764,easy
716,easy
692,easy
692,easy
692,easy
688,easy
688,easy
688,easy
680,easy
684,easy
664,easy
656,easy
636,easy
620,easy
616,easy
688,easy
704,easy
724,easy
732,easy
748,easy
720,easy
696,easy
684,easy
680,easy
656,easy
640,easy
632,easy
624,easy
620,easy
620,easy
620,easy
632,easy
676,easy
704,easy
724,easy
760,easy
808,easy
768,easy
740,easy
712,easy
716,easy
716,easy
708,easy
716,easy
700,easy
692,easy
744,easy
708,hard
680,hard
668,hard
652,hard
644,hard
644,hard
660,hard
676,hard
696,hard
704,hard
700,hard
696,hard
708,hard
704,hard
696,hard
696,hard
692,hard
680,hard
676,hard
684,hard
740,hard
816,hard
788,hard
792,hard
796,hard
772,hard
764,hard
752,hard
748,hard
748,hard
752,hard
780,hard
796,hard
736,hard
720,hard
724,hard
740,hard
780,hard
816,hard
792,hard
788,hard
784,hard
872,hard
828,hard
788,hard
772,hard
768,hard
760,hard
756,hard
752,hard
752,hard
740,hard
728,hard
716,hard
700,hard
680,hard
660,hard
684,hard
728,hard
772,hard
772,hard
720,hard
708,hard
704,hard
716,hard
728,hard
744,hard
760,hard
764,hard
748,hard
748,hard
744,hard
756,hard
752,hard
720,hard
720,hard
720,hard
740,hard
744,hard
784,hard
792,hard
796,hard
732,hard
656,hard
672,hard
672,hard
676,hard
684,hard
680,hard
668,hard
656,hard
640,hard
624,hard
616,hard
608,hard
608,hard
648,hard
704,hard
752,hard
820,hard
820,hard
820,hard
820,hard
812,hard
780,hard
760,hard
752,hard
776,hard
768,hard
800,hard
896,hard
804,hard
808,hard
796,hard
800,hard
756,hard
752,hard
772,hard
800,hard
800,hard
784,hard
768,hard
780,hard
780,hard
740,hard
760,hard
760,hard
756,hard
772,hard
776,hard
780,hard
768,hard
744,hard
764,hard
760,hard
756,hard
752,hard
752,hard
776,hard
784,hard
808,hard
820,hard
796,hard
796,hard
784,hard
760,hard
744,hard
728,hard
720,hard
736,hard
776,hard
800,hard
836,hard
840,hard
784,hard
776,hard
768,hard
772,hard
740,hard
736,hard
740,hard
748,hard
744,hard
720,hard
764,hard
800,hard
796,hard
804,hard
784,hard
764,hard
728,hard
700,hard
692,hard
692,hard
700,hard
712,hard
740,hard
776,hard
772,hard
740,hard
724,hard
728,hard
752,hard
752,hard
772,hard
784,hard
788,hard
756,hard
764,hard
776,hard
804,hard
800,hard
776,hard
776,hard
792,hard
780,hard
772,hard
768,hard
748,hard
752,hard
772,hard
752,hard
756,hard
736,hard
788,easy
744,easy
720,easy
716,easy
708,easy
716,easy
744,easy
768,easy
776,easy
740,easy
716,easy
712,easy
700,easy
684,easy
688,easy
712,easy
724,easy
716,easy
740,easy
776,easy
764,easy
780,easy
812,easy
776,easy
736,easy
728,easy
736,easy
760,easy
776,easy
792,easy
792,easy
756,easy
712,easy
708,easy
716,easy
720,easy
716,easy
736,easy
760,easy
776,easy
764,easy
788,easy
788,easy
756,easy
720,easy
688,easy
672,easy
640,easy
640,easy
656,easy
724,easy
816,easy
812,easy
736,easy
724,easy
728,easy
748,easy
740,easy
744,easy
772,easy
760,easy
720,easy
716,easy
720,easy
724,easy
748,easy
776,easy
816,easy
800,easy
792,easy
780,easy
768,easy
752,easy
740,easy
744,easy
780,easy
772,easy
772,easy
748,easy
756,easy
744,easy
756,easy
760,hard
784,hard
792,hard
792,hard
768,hard
732,hard
724,hard
712,hard
712,hard
720,hard
748,hard
744,hard
