mean,standard_deviation,root_mean_square,triangular_index,condition
647.4042553191489,19.273387345235445,647.6849772746269,0.07487429680888137,hard
660.0869565217391,18.48461953680113,660.3400968275823,0.07060290661422611,hard
673.6,15.000606048362906,673.7632950656913,0.06590690649457641,hard
671.1111111111111,10.681807436057346,671.1942259055041,0.06624039744238465,easy
682.5454545454545,16.094856242383848,682.7308800292063,0.06552189492298385,easy
696.9090909090909,14.483058558220561,697.056147471115,0.0622210437933625,easy
657.7872340425532,21.618164836054333,658.1348241876512,0.06928002211064535,hard
672.6086956521739,15.68506474448376,672.787581956432,0.06891063152474135,hard
678.5777777777778,93.73523856850714,684.8787078340547,0.06866625339754899,hard
695.6363636363636,14.430411860696994,695.7826201806528,0.061903715102220265,hard
696.1818181818181,39.588154633867575,697.2809528968415,0.061310690180709775,easy
652.0851063829788,28.64462145980276,652.700576492155,0.07177969741803084,hard
701.7674418604652,13.782040088985251,701.8996151640503,0.05982348593539411,easy
689.8181818181819,31.900479494298718,690.5386566758131,0.061686746987951804,hard
723.7142857142857,18.644669301969156,723.9486958933721,0.05838655024110517,hard
714.6666666666666,25.091701734536848,715.0965302803864,0.05661569569063566,hard
738.2439024390244,109.84734418451019,746.1743731340223,0.05731510200515486,hard
703.9069767441861,20.9214107162158,704.2105921807304,0.06083919175841181,easy
714.9767441860465,114.11637509725658,723.8172710432275,0.06017404994096296,easy
675.7333333333333,46.36926882008267,677.2871375322778,0.06872524220875292,easy
687.9111111111112,30.2292921023649,688.5602370163413,0.06824968007962463,hard
719.8139534883721,37.11453047113788,720.7479319396962,0.05958515567487983,easy
722.2857142857143,19.378496649745077,722.5394370518734,0.05812394585477663,easy
694.7272727272727,35.20859014922328,695.5986303504734,0.06235330587662194,easy
719.7209302325581,15.648407162810912,719.8870712471763,0.05947698292630214,easy
707.1627906976744,36.583193013653116,708.0864485390546,0.057681827709075664,hard
684.0888888888888,28.5719365034216,684.6720545065515,0.06787650247466415,hard
705.2093023255813,24.97289782328309,705.6410577096414,0.058886463816493345,easy
711.9069767441861,29.658222945101592,712.5101386467554,0.06054472653671844,easy
726.1904761904761,108.88419404102157,734.1158595467716,0.05877465343070801,easy
