mean,standard_deviation,root_mean_square,condition
78.88888888888889,4.254528187826482,79.00098452269792,negative
75.33333333333333,1.2909944487358054,75.34365710971738,positive
73.2,1.01418510567422,73.20655708336514,positive
73.26666666666667,2.218965868103771,73.29802180141017,neutral
74.2,1.6124515496597096,74.21635039980521,negative
65.8,2.11119465164699,65.83160335279705,neutral
75.13333333333334,3.335237551331168,75.20239357892805,neutral
69.21428571428571,3.2858337293148745,69.28667156923369,neutral
70.4,3.6015869518072963,70.48593240261965,neutral
76.13333333333334,2.133630931623591,76.16123248302468,positive
74.33333333333333,2.257263408474539,74.36531449540169,positive
70.8,1.6124515496597096,70.8171354028576,neutral
71.86666666666666,3.090692633113321,71.92866836897048,negative
74.6,2.746426249302381,74.64717007362034,positive
74.06666666666666,3.594970031002974,74.14805009798528,positive
75.35714285714286,5.499750244079521,75.54327047650052,neutral
70.4,2.4142434484888695,70.43862576740123,neutral
84.46666666666667,2.263583337058639,84.49497026450746,negative
82.13333333333334,4.356713483917939,82.24110894193974,neutral
75.6,2.2928460168844436,75.63244453716055,neutral
69.66666666666667,0.6172133998483676,69.66921845406334,neutral
75.0,2.53546276418555,75.03998933901843,negative
76.13333333333334,2.133630931623591,76.16123248302468,negative
75.8125,2.19753649950727,75.84235294345766,neutral
83.73333333333333,4.233652031498282,83.83316766053875,negative
82.0,3.5456210417116734,82.07151353139123,negative
74.86666666666666,0.3518657752744984,74.86743840504585,positive
74.26666666666667,0.7037315505489968,74.26977851050857,neutral
78.13333333333334,2.0307165050320353,78.15795971407306,negative
73.26666666666667,0.7037315505489968,73.26982098153827,negative
71.2,1.1464230084422218,71.20861371117027,neutral
72.0,0.0,72.0,positive
73.6,0.828078671210825,73.6043476976734,positive
73.4,0.6324555320336759,73.40254309854213,positive
80.6,4.171330722922842,80.70068153367727,positive
77.33333333333333,2.690370836538198,77.37699916641895,positive
85.0,1.4638501094227998,85.01176389182852,neutral
79.33333333333333,1.5886502207249786,79.34817788288105,negative
76.46666666666667,3.181793444554427,76.52842609122443,negative
70.33333333333333,1.1126972805283735,70.34154770356801,negative
72.13333333333334,1.5976172734359606,72.14984407467558,positive
71.86666666666666,0.6399404734221844,71.86932586298552,positive
77.8,2.3052734575936356,77.83187007903639,neutral
75.53333333333333,2.9968237153613795,75.58879987581935,positive
77.53333333333333,0.915475416434127,77.53837759458216,positive
73.86666666666666,1.1254628677422753,73.8746686399788,neutral
84.53333333333333,4.273952113286561,84.63411447716183,negative
81.4,1.1212238211627759,81.40720688817012,negative
75.6,1.919821420266553,75.62274790035073,negative
70.93333333333334,0.7988086367179801,70.93753120410474,positive
72.06666666666666,0.7988086367179803,72.07079852478395,neutral
73.06666666666666,0.7037315505489967,73.0698296152386,neutral
75.73333333333333,2.31352133173242,75.76630737559627,positive
83.33333333333333,1.1751393027860062,83.34106630787329,positive
88.0,1.9639610121239315,88.02045216879995,negative
78.26666666666667,1.0327955589886444,78.27302643099132,negative
75.06666666666666,0.45773770821706355,75.0679692012512,negative
75.2,1.4735767952260144,75.21347397020475,neutral
75.53333333333333,0.5163977794943222,75.53498085876062,positive
