heart_rate,condition
74,neutral
74,neutral
73,neutral
72,neutral
72,neutral
71,neutral
70,neutral
69,neutral
68,neutral
68,neutral
69,neutral
69,neutral
69,neutral
69,neutral
69,neutral
66,positive
66,positive
67,positive
67,positive
67,positive
67,positive
68,positive
68,positive
67,positive
67,positive
67,positive
68,positive
69,positive
68,positive
68,positive
67,negative
67,negative
67,negative
67,negative
66,negative
66,negative
66,negative
66,negative
65,negative
66,negative
66,negative
65,negative
65,negative
65,negative
65,negative
70,positive
70,positive
69,positive
69,positive
68,positive
68,positive
68,positive
69,positive
70,positive
70,positive
70,positive
69,positive
69,positive
68,positive
67,positive
70,negative
70,negative
70,negative
70,negative
69,negative
70,negative
70,negative
70,negative
69,negative
69,negative
69,negative
70,negative
69,negative
69,negative
69,negative
67,positive
67,positive
67,positive
67,positive
67,positive
67,positive
67,positive
67,positive
66,positive
66,positive
66,positive
66,positive
66,positive
67,positive
67,positive
67,positive
68,positive
68,positive
68,positive
68,positive
68,positive
68,positive
68,positive
68,positive
68,positive
68,positive
68,positive
69,positive
70,positive
71,positive
71,positive
69,neutral
69,neutral
68,neutral
68,neutral
68,neutral
68,neutral
67,neutral
67,neutral
68,neutral
68,neutral
68,neutral
67,neutral
68,neutral
68,neutral
67,neutral
70,negative
71,negative
70,negative
69,negative
68,negative
68,negative
67,negative
66,negative
66,negative
66,negative
65,negative
65,negative
65,negative
65,negative
65,negative
66,negative
66,negative
66,negative
66,negative
66,negative
66,negative
66,negative
66,negative
65,negative
65,negative
65,negative
65,negative
65,negative
65,negative
65,negative
67,neutral
67,neutral
66,neutral
66,neutral
66,neutral
66,neutral
67,neutral
67,neutral
66,neutral
66,neutral
66,neutral
66,neutral
66,neutral
66,neutral
66,neutral
68,positive
68,positive
67,positive
67,positive
68,positive
68,positive
68,positive
68,positive
68,positive
69,positive
69,positive
69,positive
68,positive
69,positive
69,positive
70,neutral
70,neutral
70,neutral
70,neutral
70,neutral
69,neutral
69,neutral
69,neutral
70,neutral
70,neutral
69,neutral
70,neutral
69,neutral
69,neutral
69,neutral
71,negative
72,negative
73,negative
74,negative
76,negative
77,negative
78,negative
78,negative
77,negative
76,negative
76,negative
76,negative
76,negative
76,negative
76,negative
80,negative
80,negative
79,negative
78,negative
78,negative
78,negative
78,negative
79,negative
79,negative
79,negative
78,negative
77,negative
76,negative
76,negative
76,negative
73,positive
73,positive
73,positive
73,positive
74,positive
74,positive
74,positive
74,positive
75,positive
75,positive
75,positive
75,positive
76,positive
77,positive
77,positive
77,positive
77,positive
77,positive
76,positive
76,positive
76,positive
76,positive
76,positive
75,positive
76,positive
76,positive
76,positive
75,positive
75,positive
75,positive
75,positive
76,positive
76,positive
76,positive
76,positive
75,positive
75,positive
75,positive
74,positive
75,positive
75,positive
75,positive
74,positive
74,positive
73,positive
74,neutral
74,neutral
74,neutral
73,neutral
73,neutral
72,neutral
72,neutral
72,neutral
71,neutral
71,neutral
71,neutral
71,neutral
71,neutral
71,neutral
71,neutral
75,neutral
75,neutral
75,neutral
77,neutral
78,neutral
78,neutral
78,neutral
77,neutral
76,neutral
75,neutral
74,neutral
73,neutral
74,neutral
74,neutral
74,neutral
75,neutral
75,neutral
74,neutral
73,neutral
73,neutral
73,neutral
74,neutral
75,neutral
76,neutral
76,neutral
76,neutral
76,neutral
77,neutral
77,neutral
76,neutral
73,positive
72,positive
72,positive
72,positive
73,positive
72,positive
72,positive
72,positive
72,positive
72,positive
72,positive
72,positive
72,positive
72,positive
72,positive
72,positive
73,neutral
73,neutral
73,neutral
72,neutral
72,neutral
72,neutral
72,neutral
72,neutral
71,neutral
71,neutral
71,neutral
71,neutral
72,neutral
73,neutral
74,neutral
74,neutral
74,neutral
73,neutral
73,neutral
73,neutral
73,neutral
72,neutral
73,neutral
73,neutral
73,neutral
73,neutral
74,neutral
74,neutral
74,neutral
74,neutral
76,neutral
77,neutral
76,neutral
76,neutral
76,neutral
77,neutral
78,neutral
79,neutral
79,neutral
78,neutral
77,neutral
77,neutral
76,neutral
77,neutral
77,neutral
74,negative
74,negative
74,negative
73,negative
73,negative
73,negative
73,negative
73,negative
73,negative
73,negative
72,negative
72,negative
73,negative
74,negative
74,negative
73,positive
73,positive
73,positive
73,positive
72,positive
71,positive
71,positive
71,positive
70,positive
70,positive
70,positive
71,positive
71,positive
72,positive
72,positive
72,negative
73,negative
73,negative
73,negative
73,negative
73,negative
72,negative
71,negative
71,negative
71,negative
71,negative
71,negative
71,negative
72,negative
71,negative
71,negative
73,neutral
74,neutral
74,neutral
74,neutral
74,neutral
73,neutral
74,neutral
75,neutral
75,neutral
75,neutral
76,neutral
77,neutral
77,neutral
78,neutral
79,neutral
76,negative
75,negative
75,negative
74,negative
75,negative
75,negative
75,negative
75,negative
74,negative
74,negative
74,negative
73,negative
72,negative
72,negative
72,negative
73,positive
73,positive
73,positive
73,positive
73,positive
72,positive
72,positive
72,positive
72,positive
72,positive
71,positive
71,positive
71,positive
71,positive
70,positive
74,neutral
75,neutral
75,neutral
75,neutral
76,neutral
76,neutral
77,neutral
77,neutral
77,neutral
75,neutral
74,neutral
74,neutral
73,neutral
73,neutral
72,neutral
76,positive
76,positive
76,positive
76,positive
76,positive
76,positive
76,positive
76,positive
76,positive
76,positive
77,positive
78,positive
78,positive
78,positive
77,positive
80,neutral
81,neutral
82,neutral
83,neutral
84,neutral
84,neutral
85,neutral
84,neutral
84,neutral
83,neutral
83,neutral
83,neutral
83,neutral
84,neutral
83,neutral
80,neutral
80,neutral
80,neutral
79,neutral
79,neutral
80,neutral
80,neutral
80,neutral
80,neutral
80,neutral
79,neutral
78,neutral
78,neutral
77,neutral
76,positive
76,positive
76,positive
76,positive
76,positive
76,positive
76,positive
77,positive
77,positive
78,positive
77,positive
76,positive
75,positive
75,positive
76,positive
75,neutral
75,neutral
75,neutral
75,neutral
76,neutral
76,neutral
77,neutral
77,neutral
77,neutral
77,neutral
77,neutral
77,neutral
77,neutral
77,neutral
77,neutral
79,neutral
79,neutral
79,neutral
79,neutral
79,neutral
78,neutral
78,neutral
78,neutral
78,neutral
79,neutral
80,neutral
80,neutral
79,neutral
78,neutral
77,neutral
76,neutral
73,negative
72,negative
72,negative
72,negative
73,negative
74,negative
75,negative
75,negative
75,negative
75,negative
75,negative
76,negative
76,negative
77,negative
78,negative
76,negative
77,negative
77,negative
76,negative
76,negative
75,negative
74,negative
72,negative
72,negative
71,negative
72,negative
72,negative
72,negative
73,negative
73,negative
73,negative
74,negative
75,negative
75,negative
76,negative
77,negative
77,negative
78,negative
78,negative
78,negative
77,negative
76,negative
76,negative
76,negative
75,negative
76,negative
74,negative
75,negative
76,negative
78,negative
79,negative
79,negative
79,negative
78,negative
77,negative
77,negative
76,negative
75,negative
75,negative
75,negative
76,negative
80,negative
80,negative
79,negative
79,negative
79,negative
79,negative
79,negative
79,negative
78,negative
77,negative
76,negative
75,negative
75,negative
75,negative
75,negative
77,positive
77,positive
77,positive
77,positive
77,positive
77,positive
77,positive
77,positive
76,positive
75,positive
75,positive
76,positive
77,positive
79,positive
81,positive
80,neutral
82,neutral
82,neutral
82,neutral
82,neutral
81,neutral
80,neutral
79,neutral
79,neutral
78,neutral
78,neutral
78,neutral
78,neutral
78,neutral
79,neutral
79,positive
78,positive
78,positive
78,positive
79,positive
79,positive
80,positive
81,positive
81,positive
81,positive
81,positive
81,positive
80,positive
80,positive
79,positive
82,positive
82,positive
82,positive
81,positive
82,positive
82,positive
82,positive
82,positive
82,positive
82,positive
82,positive
82,positive
82,positive
82,positive
82,positive
85,neutral
86,neutral
86,neutral
86,neutral
86,neutral
85,neutral
85,neutral
84,neutral
84,neutral
84,neutral
84,neutral
84,neutral
85,neutral
87,neutral
88,neutral
85,negative
83,negative
82,negative
81,negative
79,negative
77,negative
76,negative
76,negative
76,negative
76,negative
76,negative
77,negative
78,negative
79,negative
79,negative
79,positive
79,positive
80,positive
80,positive
79,positive
79,positive
78,positive
78,positive
78,positive
79,positive
79,positive
79,positive
79,positive
79,positive
79,positive
81,neutral
81,neutral
80,neutral
79,neutral
79,neutral
79,neutral
80,neutral
80,neutral
80,neutral
81,neutral
82,neutral
83,neutral
84,neutral
84,neutral
83,neutral
84,positive
84,positive
83,positive
82,positive
81,positive
80,positive
79,positive
78,positive
77,positive
76,positive
