heart_rate,condition
75,positive
75,positive
75,positive
75,positive
74,positive
79,positive
79,positive
79,positive
79,positive
78,positive
78,positive
78,positive
78,positive
77,positive
76,positive
76,positive
76,positive
76,positive
76,positive
77,positive
75,negative
76,negative
77,negative
78,negative
79,negative
81,negative
82,negative
83,negative
83,negative
83,negative
82,negative
81,negative
80,negative
81,negative
82,negative
89,neutral
89,neutral
88,neutral
87,neutral
86,neutral
87,neutral
87,neutral
88,neutral
89,neutral
90,neutral
90,neutral
89,neutral
88,neutral
87,neutral
85,neutral
85,negative
84,negative
83,negative
83,negative
82,negative
81,negative
81,negative
80,negative
79,negative
78,negative
77,negative
77,negative
78,negative
79,negative
79,negative
82,negative
83,negative
84,negative
84,negative
84,negative
84,negative
84,negative
83,negative
83,negative
82,negative
82,negative
83,negative
84,negative
85,negative
86,negative
85,positive
85,positive
86,positive
87,positive
88,positive
88,positive
88,positive
87,positive
87,positive
86,positive
86,positive
86,positive
86,positive
86,positive
87,positive
86,negative
85,negative
84,negative
84,negative
84,negative
84,negative
85,negative
85,negative
84,negative
84,negative
84,negative
84,negative
84,negative
84,negative
84,negative
88,negative
89,negative
89,negative
89,negative
88,negative
88,negative
87,negative
87,negative
86,negative
86,negative
86,negative
86,negative
86,negative
85,negative
84,negative
