rr_interval,condition
760,neutral
772,neutral
812,neutral
764,neutral
740,neutral
720,neutral
696,neutral
748,neutral
828,neutral
820,neutral
780,neutral
748,neutral
728,neutral
708,neutral
704,neutral
720,neutral
740,neutral
788,neutral
872,neutral
924,neutral
836,neutral
836,negative
860,negative
892,negative
852,negative
820,negative
832,negative
868,negative
848,negative
856,negative
824,negative
784,negative
784,negative
820,negative
900,negative
884,negative
844,negative
788,negative
756,negative
816,positive
792,positive
808,positive
848,positive
832,positive
800,positive
804,positive
836,positive
932,positive
900,positive
840,positive
864,positive
912,positive
940,positive
872,positive
808,positive
788,positive
788,positive
864,negative
816,negative
788,negative
756,negative
776,negative
824,negative
876,negative
824,negative
848,negative
912,negative
908,negative
840,negative
808,negative
836,negative
888,negative
844,negative
804,negative
796,negative
776,neutral
816,neutral
832,neutral
788,neutral
764,neutral
756,neutral
772,neutral
828,neutral
872,neutral
852,neutral
796,neutral
760,neutral
740,neutral
772,neutral
800,neutral
760,neutral
744,neutral
728,neutral
744,neutral
732,neutral
784,negative
844,negative
824,negative
816,negative
848,negative
880,negative
844,negative
792,negative
752,negative
752,negative
788,negative
844,negative
868,negative
836,negative
836,negative
876,negative
916,negative
892,negative
768,positive
760,positive
792,positive
828,positive
840,positive
816,positive
804,positive
848,positive
916,positive
904,positive
828,positive
808,positive
828,positive
864,positive
876,positive
852,positive
828,positive
864,positive
752,neutral
724,neutral
720,neutral
732,neutral
776,neutral
800,neutral
744,neutral
788,neutral
768,neutral
744,neutral
728,neutral
732,neutral
748,neutral
864,neutral
904,neutral
912,neutral
876,neutral
836,neutral
844,neutral
820,positive
780,positive
744,positive
740,positive
756,positive
796,positive
820,positive
792,positive
764,positive
764,positive
804,positive
824,positive
804,positive
768,positive
736,positive
704,positive
692,positive
744,positive
856,positive
204,neutral
680,neutral
668,neutral
328,neutral
48,neutral
696,neutral
112,neutral
824,neutral
612,neutral
52,neutral
428,neutral
200,neutral
336,neutral
384,neutral
480,neutral
880,neutral
892,neutral
860,neutral
804,neutral
776,neutral
748,neutral
752,neutral
744,neutral
720,neutral
716,neutral
704,neutral
736,neutral
756,neutral
776,neutral
752,neutral
740,neutral
756,neutral
788,neutral
812,neutral
784,neutral
748,neutral
744,neutral
740,neutral
756,neutral
764,neutral
740,neutral
736,neutral
792,neutral
840,neutral
848,neutral
792,positive
844,positive
860,positive
804,positive
792,positive
796,positive
804,positive
796,positive
776,positive
800,positive
788,positive
740,positive
724,positive
768,positive
744,positive
760,positive
804,positive
848,positive
884,positive
840,neutral
796,neutral
764,neutral
764,neutral
796,neutral
832,neutral
780,neutral
764,neutral
764,neutral
760,neutral
756,neutral
756,neutral
768,neutral
784,neutral
780,neutral
788,neutral
788,neutral
756,neutral
760,neutral
792,neutral
736,neutral
712,neutral
696,neutral
736,neutral
780,neutral
796,neutral
760,neutral
732,neutral
808,neutral
824,neutral
824,neutral
808,neutral
740,neutral
708,neutral
692,neutral
720,neutral
900,neutral
924,neutral
904,neutral
912,negative
880,negative
836,negative
888,negative
936,negative
900,negative
816,negative
756,negative
732,negative
716,negative
724,negative
768,negative
800,negative
812,negative
796,negative
784,negative
780,negative
756,negative
740,negative
816,negative
804,negative
772,negative
736,negative
736,negative
752,negative
844,negative
860,negative
856,negative
904,negative
944,negative
944,negative
876,negative
856,negative
836,negative
812,negative
812,negative
780,negative
908,negative
864,negative
796,negative
792,negative
768,negative
780,negative
748,negative
716,negative
708,negative
748,negative
740,negative
728,negative
756,negative
832,negative
876,negative
836,negative
820,negative
812,negative
816,negative
812,negative
828,negative
820,negative
816,negative
756,negative
728,negative
700,negative
676,negative
664,negative
676,negative
732,negative
812,negative
824,negative
852,negative
848,negative
864,negative
868,negative
864,negative
816,negative
724,negative
756,negative
776,negative
756,negative
756,negative
772,negative
816,negative
816,negative
760,negative
752,negative
748,negative
768,negative
796,negative
828,negative
856,negative
912,negative
916,negative
832,negative
792,negative
732,positive
724,positive
768,positive
756,positive
764,positive
784,positive
808,positive
788,positive
768,positive
776,positive
788,positive
796,positive
796,positive
828,positive
848,positive
852,positive
776,positive
732,positive
704,positive
676,positive
768,neutral
728,neutral
688,neutral
672,neutral
648,neutral
656,neutral
692,neutral
800,neutral
864,neutral
904,neutral
896,neutral
864,neutral
836,neutral
772,neutral
784,neutral
796,neutral
796,neutral
788,neutral
792,neutral
784,neutral
760,positive
756,positive
804,positive
812,positive
836,positive
828,positive
796,positive
772,positive
736,positive
724,positive
712,positive
696,positive
700,positive
704,positive
744,positive
724,positive
712,positive
736,positive
788,positive
808,positive
696,positive
688,positive
684,positive
692,positive
728,positive
756,positive
732,positive
756,positive
756,positive
736,positive
712,positive
716,positive
724,positive
732,positive
724,positive
712,positive
712,positive
720,positive
740,positive
760,positive
748,positive
704,neutral
748,neutral
740,neutral
688,neutral
684,neutral
660,neutral
672,neutral
692,neutral
688,neutral
700,neutral
724,neutral
772,neutral
748,neutral
732,neutral
748,neutral
748,neutral
740,neutral
708,neutral
700,neutral
684,neutral
664,neutral
668,negative
676,negative
668,negative
688,negative
780,negative
888,negative
900,negative
924,negative
916,negative
896,negative
868,negative
860,negative
808,negative
764,negative
756,negative
744,negative
768,negative
736,negative
712,negative
812,positive
800,positive
772,positive
752,positive
724,positive
720,positive
716,positive
764,positive
772,positive
792,positive
816,positive
808,positive
816,positive
772,positive
732,positive
728,positive
728,positive
768,positive
740,positive
736,positive
676,neutral
672,neutral
728,neutral
796,neutral
792,neutral
804,neutral
800,neutral
800,neutral
760,neutral
756,neutral
756,neutral
740,neutral
736,neutral
732,neutral
708,neutral
684,neutral
676,neutral
660,neutral
656,neutral
652,neutral
668,positive
664,positive
684,positive
764,positive
752,positive
748,positive
776,positive
816,positive
800,positive
800,positive
796,positive
844,positive
852,positive
864,positive
888,positive
872,positive
852,positive
792,positive
800,positive
760,positive
776,positive
772,positive
740,positive
736,positive
744,positive
764,positive
784,positive
796,positive
776,positive
784,positive
740,positive
796,positive
848,positive
856,positive
832,positive
796,positive
804,positive
792,positive
840,negative
840,negative
832,negative
748,negative
728,negative
700,negative
732,negative
704,negative
684,negative
660,negative
652,negative
644,negative
652,negative
680,negative
716,negative
720,negative
768,negative
816,negative
812,negative
800,negative
624,neutral
624,neutral
620,neutral
628,neutral
660,neutral
692,neutral
716,neutral
724,neutral
752,neutral
748,neutral
716,neutral
688,neutral
664,neutral
648,neutral
628,neutral
620,neutral
620,neutral
632,neutral
664,neutral
680,neutral
684,neutral
716,neutral
708,negative
700,negative
700,negative
716,negative
772,negative
764,negative
752,negative
768,negative
792,negative
816,negative
780,negative
784,negative
808,negative
840,negative
876,negative
852,negative
792,negative
764,negative
712,negative
704,negative
704,negative
692,negative
684,negative
688,negative
696,negative
692,negative
676,negative
680,negative
672,negative
716,negative
748,negative
748,negative
744,negative
748,negative
764,negative
768,negative
756,negative
716,negative
692,negative
668,negative
716,positive
760,positive
788,positive
772,positive
728,positive
688,positive
656,positive
632,positive
628,positive
648,positive
660,positive
684,positive
688,positive
708,positive
716,positive
720,positive
716,positive
716,positive
712,positive
724,positive
708,positive
744,negative
780,negative
756,negative
740,negative
768,negative
764,negative
752,negative
696,negative
688,negative
712,negative
692,negative
688,negative
684,negative
720,negative
760,negative
760,negative
736,negative
720,negative
696,negative
692,negative
700,negative
652,negative
652,negative
628,negative
644,negative
640,negative
640,negative
664,negative
676,negative
672,negative
684,negative
688,negative
684,negative
712,negative
744,negative
752,negative
748,negative
700,negative
692,negative
684,negative
680,negative
692,negative
732,negative
