S1_mean,S1_slope_polyfit,S2_mean,S2_slope_polyfit,S3_mean,S3_slope_polyfit,S4_mean,S4_slope_polyfit,S5_mean,S5_slope_polyfit,S6_mean,S6_slope_polyfit,S7_mean,S7_slope_polyfit,S8_mean,S8_slope_polyfit,S9_mean,S9_slope_polyfit,S10_mean,S10_slope_polyfit,S11_mean,S11_slope_polyfit,S12_mean,S12_slope_polyfit,S13_mean,S13_slope_polyfit,S14_mean,S14_slope_polyfit,S15_mean,S15_slope_polyfit,S16_mean,S16_slope_polyfit,class
-0.6497,-0.70904,-0.74181,-0.70814,-0.47124,-0.47727,-0.60317,-0.72506,0.71919,0.7553,0.69567,0.54466,0.57223,0.51648,0.40599,0.26094,-0.078728,-0.084219,-0.089756,-0.092644,-0.028946,-0.030735,-0.039984,-0.054796,0.04604,0.046013,0.045204,0.038257,0.01479,0.0051501,-0.002566,-0.012911,17
-0.68479,-0.70473,-0.67903,-0.73914,-1.0911,-1.1598,-1.1192,-1.4051,0.093489,0.12766,0.056926,-0.10323,-0.022749,-0.099592,-0.14037,-0.33224,-0.056287,-0.056002,-0.053681,-0.056957,-0.073411,-0.071299,-0.066236,-0.078741,-0.006067,-0.0075195,-0.015551,-0.030856,-0.015908,-0.023036,-0.026832,-0.045824,17
0.43433,0.55949,0.85938,0.97032,-0.16838,-0.0089639,0.26606,0.46885,-0.076364,-0.12858,-0.10515,-0.012148,0.17765,0.23689,0.37252,0.49425,-0.015179,-0.01342,-0.0040056,-0.0019166,0.00072475,0.0075979,0.017361,0.020736,-0.030767,-0.031555,-0.026924,-0.022105,-0.037698,-0.038179,-0.031178,-0.029364,17
-0.85328,-0.80786,-0.67768,-0.6188,-1.6973,-1.5802,-1.414,-1.3888,-0.024113,-0.021202,-0.15307,-0.30145,-0.037313,-0.058508,-0.10035,-0.22803,-0.058019,-0.056885,-0.058808,-0.061488,-0.095073,-0.08331,-0.082182,-0.089481,-0.041528,-0.038738,-0.044557,-0.050297,-0.038189,-0.03802,-0.037878,-0.043987,17
-0.026134,0.16217,0.51083,0.65799,-0.41165,-0.15974,0.30677,0.59808,-0.17621,-0.20127,-0.28761,-0.30807,-0.066141,-0.072172,-0.027096,-0.049029,-0.0058063,0.0064655,0.015358,0.01924,-0.0025388,0.018384,0.035033,0.045157,-0.060627,-0.059195,-0.06194,-0.059534,-0.05429,-0.054333,-0.048172,-0.046275,17
0.19356,0.18959,0.30246,0.32027,-0.24289,-0.29892,0.014256,0.074518,0.24569,0.18689,0.01226,-0.072324,0.342,0.33153,0.28943,0.19134,-0.0018793,0.0032371,0.0017955,0.0024408,-0.028211,-0.025286,-0.016008,-0.020872,-0.022852,-0.033176,-0.052599,-0.064209,-0.012811,-0.015569,-0.019183,-0.030585,17
-0.22601,-0.27148,-0.14289,-0.15303,-0.79745,-0.90803,-0.73382,-0.8022,0.22593,0.309,0.42234,0.47776,0.14228,0.19602,0.26516,0.2893,-0.01015,-0.010933,-0.0096857,-0.013806,-0.070583,-0.073242,-0.066676,-0.077642,0.016509,0.016528,0.015292,0.012774,0.023532,0.025462,0.027532,0.025751,17
-0.55228,-0.56167,-0.60369,-0.45375,-0.16667,-0.2049,-0.30435,-0.1586,-1.1327,-1.0375,-0.95224,-0.92461,-1.3037,-1.2762,-1.2163,-1.3398,-0.049096,-0.050674,-0.056258,-0.049628,-0.030711,-0.031752,-0.037556,-0.033249,-0.038726,-0.031131,-0.025811,-0.028654,-0.059858,-0.059698,-0.059547,-0.071485,17
-0.61327,-0.51067,-0.12829,0.029663,-1.2102,-1.0887,-0.6035,-0.44074,-0.31423,-0.24874,-0.22659,-0.22255,-0.14568,-0.082373,-0.024952,-0.035883,-0.03801,-0.038308,-0.02579,-0.023155,-0.064787,-0.060739,-0.041831,-0.041531,0.010167,0.015275,0.021554,0.020217,0.010985,0.012406,0.013817,0.012813,17
0.071879,0.11706,0.11746,0.24272,-0.67519,-0.73677,-0.80633,-0.77891,-0.53573,-0.51456,-0.65637,-0.74254,-0.15732,-0.095141,-0.050448,-0.12514,0.0027887,0.0048815,0.0058186,0.011788,-0.05224,-0.053472,-0.051458,-0.048959,-0.015363,-0.012594,-0.018036,-0.022767,0.0063462,0.0099671,0.013074,0.0084024,17
