Subject:	S209
Project:	glassroutes
Time:	2015-01-23_15-34-56

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
187	56112.970	3403.755	0;baselinestart;1422045313480;	0	baselinestart	1422045313480	
541	56142.968	3433.791	0;baselineend;1422045343483;	0	baselineend	1422045343483	
547	56143.491	3434.317	16;hardstart;1422045343986	16	hardstart	1422045343986	
907	56174.021	3464.836	16;hard;1422045374508	16	hard	1422045374508	
913	56174.524	3465.341	10;passed;1422045375010	10	passed	1422045375010	
1061	56187.077	3477.902	16;hardstart;1422045387511	16	hardstart	1422045387511	
1420	56217.525	3508.360	16;hard;1422045418031	16	hard	1422045418031	
1426	56218.035	3508.842	10;passed;1422045418532	10	passed	1422045418532	
1574	56230.592	3521.425	16;hardstart;1422045431032	16	hardstart	1422045431032	
1933	56261.088	3551.860	16;hard;1422045461556	16	hard	1422045461556	
1939	56261.543	3552.344	10;passed;1422045462057	10	passed	1422045462057	
2087	56274.124	3564.926	15;easystart;1422045474557	15	easystart	1422045474557	
2447	56304.618	3595.446	15;easy;1422045505075	15	easy	1422045505075	
2452	56305.061	3595.866	10;passed;1422045505576	10	passed	1422045505576	
2599	56317.557	3608.364	16;hardstart;1422045518076	16	hardstart	1422045518076	
2960	56348.122	3638.968	16;hard;1422045548594	16	hard	1422045548594	
2966	56348.695	3639.493	10;passed;1422045549095	10	passed	1422045549095	
3114	56361.189	3652.034	15;easystart;1422045561596	15	easystart	1422045561596	
3474	56391.704	3682.554	15;easy;1422045592111	15	easy	1422045592111	
3479	56392.163	3682.995	10;passed;1422045592612	10	passed	1422045592612	
3627	56404.709	3695.534	16;hardstart;1422045605112	16	hardstart	1422045605112	
3987	56435.200	3726.055	16;hard;1422045635632	16	hard	1422045635632	
3992	56435.644	3726.516	10;passed;1422045636133	10	passed	1422045636133	
4140	56448.167	3739.037	15;easystart;1422045648634	15	easystart	1422045648634	
4500	56478.723	3769.578	15;easy;1422045679156	15	easy	1422045679156	
4505	56479.171	3770.018	10;passed;1422045679657	10	passed	1422045679657	
4653	56491.675	3782.558	15;easystart;1422045692158	15	easystart	1422045692158	
5013	56522.259	3813.120	15;easy;1422045722676	15	easy	1422045722676	
5019	56522.751	3813.624	10;passed;1422045723177	10	passed	1422045723177	
5166	56535.206	3826.081	16;hardstart;1422045735677	16	hardstart	1422045735677	
5526	56565.719	3856.623	16;hard;1422045766199	16	hard	1422045766199	
5532	56566.275	3857.126	10;passed;1422045766700	10	passed	1422045766700	
5680	56578.763	3869.666	15;easystart;1422045779201	15	easystart	1422045779201	
6039	56609.237	3900.144	15;easy;1422045809723	15	easy	1422045809723	
6046	56609.789	3900.711	10;passed;1422045810223	10	passed	1422045810223	
6488	56647.310	3938.205	15;easystart;1422045847724	15	easystart	1422045847724	
6847	56677.805	3968.642	15;easy;1422045878246	15	easy	1422045878246	
6853	56678.263	3969.167	10;passed;1422045878747	10	passed	1422045878747	
7001	56690.803	3981.706	16;hardstart;1422045891247	16	hardstart	1422045891247	
7360	56721.272	4012.185	16;hard;1422045921769	16	hard	1422045921769	
7366	56721.735	4012.689	10;passed;1422045922271	10	passed	1422045922271	
7515	56734.365	4025.292	16;hardstart;1422045934772	16	hardstart	1422045934772	
7874	56764.815	4055.771	16;hard;1422045965292	16	hard	1422045965292	
7880	56765.371	4056.275	10;passed;1422045965793	10	passed	1422045965793	
8027	56777.798	4068.730	15;easystart;1422045978293	15	easystart	1422045978293	
8387	56808.338	4099.292	15;easy;1422046008813	15	easy	1422046008813	
8393	56808.849	4099.776	10;passed;1422046009314	10	passed	1422046009314	
8541	56821.409	4112.358	15;easystart;1422046021814	15	easystart	1422046021814	
8900	56851.877	4142.816	15;easy;1422046052338	15	easy	1422046052338	
8907	56852.447	4143.382	10;passed;1422046052839	10	passed	1422046052839	
9054	56864.926	4155.859	15;easystart;1422046065339	15	easystart	1422046065339	
9414	56895.438	4186.379	15;easy;1422046095863	15	easy	1422046095863	
9419	56895.857	4186.800	10;passed;1422046096364	10	passed	1422046096364	
9567	56908.448	4199.381	15;easystart;1422046108865	15	easystart	1422046108865	
9927	56938.964	4229.902	15;easy;1422046139382	15	easy	1422046139382	
9933	56939.440	4230.385	10;passed;1422046139883	10	passed	1422046139883	
10080	56951.945	4242.904	16;hardstart;1422046152384	16	hardstart	1422046152384	
10441	56982.523	4273.487	16;hard;1422046182902	16	hard	1422046182902	
10446	56982.985	4273.950	10;passed;1422046183403	10	passed	1422046183403	
