S1_mean,S1_slope_polyfit,S2_mean,S2_slope_polyfit,S3_mean,S3_slope_polyfit,S4_mean,S4_slope_polyfit,S5_mean,S5_slope_polyfit,S6_mean,S6_slope_polyfit,S7_mean,S7_slope_polyfit,S8_mean,S8_slope_polyfit,S9_mean,S9_slope_polyfit,S10_mean,S10_slope_polyfit,S11_mean,S11_slope_polyfit,S12_mean,S12_slope_polyfit,S13_mean,S13_slope_polyfit,S14_mean,S14_slope_polyfit,S15_mean,S15_slope_polyfit,S16_mean,S16_slope_polyfit,class
-0.27978,-0.28964,-0.24986,-0.18334,-0.22626,-0.27794,-0.34044,-0.29508,-0.06439,0.10828,0.29909,0.37411,-0.82158,-0.77949,-0.6407,-0.69585,-0.016371,-0.018232,-0.017967,-0.015927,-0.011472,-0.013291,-0.014343,-0.013598,0.05206,0.065475,0.066665,0.058308,-0.0067257,-0.0087959,-0.012802,-0.015229,15
0.033222,0.08107,0.058043,0.10311,-0.16457,-0.16195,-0.29822,-0.28702,-0.17523,-0.3209,-0.33294,-0.30976,-0.23469,-0.21426,-0.16935,-0.21306,-0.0071663,-0.004739,-0.0066528,-0.0046826,-0.0077098,-0.0059883,-0.012906,-0.010572,0.021242,0.011794,0.015974,0.016077,-0.031189,-0.033058,-0.027692,-0.033701,15
0.10395,0.072118,0.1022,0.13369,-0.041622,-0.069786,-0.089458,-0.049497,-0.055206,-0.069023,-0.078008,-0.0070454,0.40775,0.34681,0.27512,0.23781,0.0054122,0.0037409,0.005539,0.0080732,-0.0019936,-0.004243,-0.007699,-0.0064025,-0.022417,-0.025111,-0.024146,-0.01738,0.0083394,0.0066927,0.0060653,0.0025893,15
0.14014,0.16374,0.17179,0.15617,0.036859,0.061434,0.073039,0.099038,0.17327,0.16642,0.13282,0.16105,0.43209,0.413,0.36257,0.38114,0.0049784,0.0067686,0.0088316,0.0087085,-0.00014548,0.0011562,-5.3815e-005,0.00095486,-0.017237,-0.018009,-0.019264,-0.013731,0.011911,0.013637,0.016137,0.019377,15
0.3021,0.30987,0.29334,0.26923,0.23988,0.25956,0.32034,0.39313,0.80366,0.76788,0.84272,0.67353,0.966,0.95384,0.87206,0.88123,0.030121,0.03138,0.030364,0.029116,0.02159,0.02219,0.024377,0.026536,0.044618,0.040292,0.035298,0.026197,0.083962,0.086103,0.079029,0.084558,15
0.081883,0.11371,0.19331,0.19282,-0.10711,-0.12497,-0.16231,-0.1441,-0.059337,-0.017142,-0.031897,-0.00041023,0.66173,0.82356,0.83009,0.89514,-0.0089724,-0.0077676,-0.0040834,-0.0034145,-0.016412,-0.019977,-0.025404,-0.026144,-0.016595,-0.015182,-0.026852,-0.020722,0.021609,0.028067,0.028823,0.029816,15
0.15267,0.15886,0.18722,0.15624,0.31617,0.37808,0.43156,0.53327,0.61465,0.7604,1.2508,1.238,0.29901,0.3058,0.40653,0.51523,0.003914,0.0044067,0.0077268,0.0071237,0.014315,0.014518,0.014941,0.01803,-0.011279,0.0031812,0.032826,0.033062,-0.016086,-0.011482,0.0030328,0.0092567,15
0.37537,0.37909,0.40211,0.38797,0.12006,0.15106,0.24142,0.27938,-0.5652,-0.50813,-0.42039,-0.3104,0.36628,0.40621,0.46238,0.5298,0.027191,0.027296,0.029884,0.030634,0.0073866,0.0063992,0.0076796,0.0055066,-0.065203,-0.058727,-0.059796,-0.055113,0.015057,0.022994,0.030841,0.037292,15
0.13473,0.14394,0.14441,0.15085,0.0044524,0.0061616,-0.060426,-0.012556,-0.35579,-0.49361,-0.48811,-0.4529,0.37213,0.33296,0.35434,0.40983,0.0033984,0.0030432,0.0030684,0.0041779,-0.001466,-0.0028818,-0.010829,-0.010317,-0.035743,-0.035598,-0.033956,-0.035544,0.0011577,-0.00025337,0.0051356,0.0093454,15
0.15545,0.1857,0.2631,0.32289,-0.22937,-0.27113,-0.29131,-0.27233,-2.0562,-2.6144,-2.5577,-2.2264,-0.22571,-0.42949,-0.24434,-0.18811,-0.010846,-0.0091062,-0.0038107,0.0017768,-0.023927,-0.026935,-0.031651,-0.031801,-0.16539,-0.19931,-0.1869,-0.16069,-0.061159,-0.079401,-0.061981,-0.062616,15
0.08955,0.07386,0.12422,0.21775,-0.1273,-0.20826,-0.27359,-0.13265,-1.2963,-1.412,-1.5076,-1.4212,-0.41766,-0.44523,-0.31224,-0.39879,-0.009701,-0.010473,-0.0078169,-0.00060693,-0.018242,-0.023449,-0.030695,-0.023815,-0.10015,-0.11117,-0.11425,-0.1031,-0.051132,-0.056084,-0.044082,-0.051561,15
0.64041,0.67447,0.69729,0.80664,0.045359,-0.017946,-0.084058,-0.0019232,-0.053634,-0.28356,-0.53731,-0.49736,1.536,1.7553,1.747,1.9906,0.025118,0.028257,0.031283,0.040309,-0.013014,-0.018206,-0.027765,-0.025769,-0.027643,-0.053868,-0.074515,-0.06217,0.074265,0.085059,0.088395,0.10522,15
0.099399,0.035024,0.058575,0.045362,0.015643,-0.040388,-0.086991,0.014819,-0.36665,-0.20618,-0.0090388,-0.1189,-0.041659,-0.01914,0.066374,-0.048648,0.013941,0.010075,0.010694,0.010426,-0.0023206,-0.0076583,-0.01419,-0.0089595,-0.033631,-0.030083,-0.029966,-0.040832,0.013532,0.018317,0.022089,0.01411,15
-0.23042,-0.25478,-0.26841,-0.28611,-0.065292,-0.081896,-0.080615,-0.0068605,0.29195,0.39969,0.53963,0.47342,-0.35415,-0.45692,-0.57546,-0.77171,-0.01886,-0.021045,-0.022815,-0.024383,-0.0089525,-0.010892,-0.012574,-0.009676,0.01606,0.021066,0.02768,0.023569,-0.030333,-0.036038,-0.043247,-0.056488,15
-0.046772,-0.045755,-0.045076,-0.025533,0.038952,0.092742,0.14317,0.2323,-0.1842,-0.15918,-0.10966,-0.17464,-0.18289,-0.18609,-0.18904,-0.41808,-0.0010358,-0.00086187,8.6564e-005,0.0021866,0.0027331,0.0059618,0.01052,0.015928,-0.019214,-0.018572,-0.016421,-0.015658,-0.011217,-0.012867,-0.011896,-0.022727,15
-0.13283,-0.1296,-0.11282,-0.095845,-0.094781,-0.15184,-0.27216,-0.25232,-0.52827,-0.64713,-0.74759,-0.83336,-0.4907,-0.45824,-0.42855,-0.51433,-0.0081289,-0.0096901,-0.010018,-0.010126,-0.003466,-0.0056172,-0.011692,-0.0088255,0.012682,0.0038309,-0.0014721,-0.013,-0.0062513,-0.00677,-0.010055,-0.016008,17
-0.071288,-0.07992,-0.042791,0.017724,-0.012769,-0.057228,-0.10275,-0.05409,-1.1281,-1.1862,-1.0286,-0.80632,-0.65258,-0.72465,-0.53049,-0.53514,-0.0077426,-0.0085473,-0.0063847,-0.0024188,-0.0004279,-0.0027685,-0.0049097,0.0009177,-0.089313,-0.093953,-0.084532,-0.063448,-0.054866,-0.058828,-0.045136,-0.049129,17
0.12548,0.12952,0.14917,0.14323,0.081589,0.10752,0.205,0.31987,0.20277,0.15473,0.1834,0.12389,0.72952,0.72285,0.6556,0.69362,0.0076792,0.0084648,0.011644,0.013116,0.0031065,0.0036863,0.007961,0.015199,-0.016837,-0.016778,-0.015164,-0.012551,0.038167,0.039334,0.038425,0.043042,17
-0.24341,-0.22652,-0.19309,-0.22011,-0.14055,-0.13332,-0.1247,-0.090453,-0.55151,-0.60314,-0.4138,-0.38032,-0.7742,-0.85053,-0.70326,-0.8547,-0.021671,-0.022867,-0.021033,-0.022388,-0.0084163,-0.010282,-0.0095188,-0.0069507,-0.039201,-0.042003,-0.028759,-0.022863,-0.058994,-0.069599,-0.06182,-0.072713,17
0.049415,0.066785,0.076329,0.069244,0.076176,0.1127,0.13612,0.17789,-0.34053,-0.38986,-0.28571,-0.32639,-0.34693,-0.32338,-0.21301,-0.23524,-0.011595,-0.012107,-0.013679,-0.011785,-0.013614,-0.014759,-0.017821,-0.020861,-0.087149,-0.10708,-0.12028,-0.11006,-0.064248,-0.073849,-0.066839,-0.070969,17
0.81113,0.78252,0.92996,0.9204,0.85266,0.88158,1.1426,1.1879,0.20447,0.50602,0.93223,0.81742,0.60466,0.91745,0.99626,1.0694,0.040648,0.039509,0.049517,0.050224,0.034214,0.029197,0.031758,0.028402,-0.045373,-0.035197,-0.021635,-0.028688,0.01595,0.034658,0.045387,0.04918,17
