Subject:	S219
Project:	glassroutes
Time:	2015-02-16_11-32-54

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
152	41587.709	2819.542	0;baselinestart;1424104386573;	0	baselinestart	1424104386573	
505	41617.683	2849.496	0;baselineend;1424104416579;	0	baselineend	1424104416579	
511	41618.168	2849.978	15;easystart;1424104417079	15	easystart	1424104417079	
871	41648.691	2880.499	15;easy;1424104447602	15	easy	1424104447602	
877	41649.253	2881.045	10;passed;1424104448104	10	passed	1424104448104	
1024	41661.687	2893.501	16;hardstart;1424104460605	16	hardstart	1424104460605	
1385	41692.259	2924.126	16;hard;1424104491125	16	hard	1424104491125	
1390	41692.698	2924.546	10;passed;1424104491625	10	passed	1424104491625	
1538	41705.246	2937.086	15;easystart;1424104504125	15	easystart	1424104504125	
1898	41735.785	2967.648	15;easy;1424104534646	15	easy	1424104534646	
1903	41736.222	2968.069	10;passed;1424104535147	10	passed	1424104535147	
2051	41748.745	2980.588	16;hardstart;1424104547648	16	hardstart	1424104547648	
2411	41779.277	3011.149	16;hard;1424104578168	16	hard	1424104578168	
2417	41779.797	3011.654	10;passed;1424104578669	10	passed	1424104578669	
2564	41792.301	3024.110	15;easystart;1424104591170	15	easystart	1424104591170	
2924	41822.800	3054.672	15;easy;1424104621691	15	easy	1424104621691	
2930	41823.288	3055.156	10;passed;1424104622192	10	passed	1424104622192	
3077	41835.801	3067.653	15;easystart;1424104634692	15	easystart	1424104634692	
3437	41866.307	3098.173	15;easy;1424104665213	15	easy	1424104665213	
3443	41866.816	3098.677	10;passed;1424104665714	10	passed	1424104665714	
3590	41879.299	3111.155	16;hardstart;1424104678215	16	hardstart	1424104678215	
3951	41909.888	3141.780	16;hard;1424104708736	16	hard	1424104708736	
3956	41910.317	3142.179	10;passed;1424104709236	10	passed	1424104709236	
4104	41922.859	3154.761	15;easystart;1424104721737	15	easystart	1424104721737	
4464	41953.384	3185.280	15;easy;1424104752254	15	easy	1424104752254	
4469	41953.842	3185.680	10;passed;1424104752755	10	passed	1424104752755	
4617	41966.339	3198.262	16;hardstart;1424104765257	16	hardstart	1424104765257	
4977	41996.894	3228.783	16;hard;1424104795781	16	hard	1424104795781	
4983	41997.422	3229.307	10;passed;1424104796282	10	passed	1424104796282	
5130	42009.853	3241.763	15;easystart;1424104808782	15	easystart	1424104808782	
5490	42040.416	3272.304	15;easy;1424104839303	15	easy	1424104839303	
5496	42040.929	3272.830	10;passed;1424104839804	10	passed	1424104839804	
5644	42053.446	3285.370	16;hardstart;1424104852305	16	hardstart	1424104852305	
6003	42083.902	3315.807	16;hard;1424104882827	16	hard	1424104882827	
6010	42084.491	3316.415	10;passed;1424104883327	10	passed	1424104883327	
6157	42096.974	3328.871	16;hardstart;1424104895828	16	hardstart	1424104895828	
6517	42127.481	3359.391	16;hard;1424104926349	16	hard	1424104926349	
6523	42127.989	3359.917	10;passed;1424104926849	10	passed	1424104926849	
6670	42140.454	3372.373	15;easystart;1424104939350	15	easystart	1424104939350	
7030	42171.006	3402.956	15;easy;1424104969869	15	easy	1424104969869	
7036	42171.475	3403.439	10;passed;1424104970370	10	passed	1424104970370	
7184	42183.992	3415.978	15;easystart;1424104982871	15	easystart	1424104982871	
7543	42214.535	3446.457	15;easy;1424105013393	15	easy	1424105013393	
7549	42214.974	3446.939	10;passed;1424105013894	10	passed	1424105013894	
7697	42227.492	3459.481	15;easystart;1424105026395	15	easystart	1424105026395	
8057	42258.062	3490.043	15;easy;1424105056914	15	easy	1424105056914	
8063	42258.583	3490.547	10;passed;1424105057415	10	passed	1424105057415	
8210	42271.077	3502.981	16;hardstart;1424105069916	16	hardstart	1424105069916	
8570	42301.586	3533.564	16;hard;1424105100436	16	hard	1424105100436	
8575	42302.013	3533.963	10;passed;1424105100938	10	passed	1424105100938	
8722	42314.513	3546.421	15;easystart;1424105113439	15	easystart	1424105113439	
9083	42345.083	3577.067	15;easy;1424105143958	15	easy	1424105143958	
9089	42345.537	3577.549	10;passed;1424105144459	10	passed	1424105144459	
9237	42358.182	3590.131	15;easystart;1424105156959	15	easystart	1424105156959	
9596	42388.584	3620.567	15;easy;1424105187478	15	easy	1424105187478	
9602	42389.055	3621.071	10;passed;1424105187979	10	passed	1424105187979	
9749	42401.596	3633.570	15;easystart;1424105200479	15	easystart	1424105200479	
10109	42432.069	3664.090	15;easy;1424105231003	15	easy	1424105231003	
10116	42432.636	3664.657	10;passed;1424105231505	10	passed	1424105231505	
10263	42445.126	3677.155	16;hardstart;1424105244005	16	hardstart	1424105244005	
10622	42475.514	3707.591	16;hard;1424105274526	16	hard	1424105274526	
10628	42475.969	3708.095	10;passed;1424105275027	10	passed	1424105275027	
10776	42488.519	3720.657	16;hardstart;1424105287527	16	hardstart	1424105287527	
11136	42518.947	3751.176	16;hard;1424105318048	16	hard	1424105318048	
11141	42519.428	3751.639	10;passed;1424105318549	10	passed	1424105318549	
11288	42531.859	3764.074	16;hardstart;1424105331050	16	hardstart	1424105331050	
11649	42562.363	3794.699	16;hard;1424105361569	16	hard	1424105361569	
11655	42562.937	3795.223	10;passed;1424105362070	10	passed	1424105362070	
11801	42575.259	3807.596	15;easystart;1424105374571	15	easystart	1424105374571	
12168	42606.275	3838.726	10;passed;1424105405594	10	passed	1424105405594	
12316	42618.793	3851.265	15;easystart;1424105418094	15	easystart	1424105418094	
12676	42649.295	3881.807	15;easy;1424105448617	15	easy	1424105448617	
12681	42649.754	3882.247	10;passed;1424105449118	10	passed	1424105449118	
12828	42662.163	3894.704	16;hardstart;1424105461619	16	hardstart	1424105461619	
13188	42692.622	3925.224	16;hard;1424105492138	16	hard	1424105492138	
13195	42693.152	3925.833	10;passed;1424105492639	10	passed	1424105492639	
13342	42705.670	3938.289	16;hardstart;1424105505139	16	hardstart	1424105505139	
13702	42736.158	3968.852	16;hard;1424105535660	16	hard	1424105535660	
13708	42736.641	3969.335	10;passed;1424105536161	10	passed	1424105536161	
13856	42749.167	3981.874	16;hardstart;1424105548661	16	hardstart	1424105548661	
14215	42779.630	4012.374	16;hard;1424105579178	16	hard	1424105579178	
14221	42780.111	4012.856	10;passed;1424105579680	10	passed	1424105579680	
14368	42792.554	4025.313	16;hardstart;1424105592181	16	hardstart	1424105592181	
14729	42823.177	4055.960	16;hard;1424105622700	16	hard	1424105622700	
14735	42823.654	4056.442	10;passed;1424105623201	10	passed	1424105623201	
14882	42836.143	4068.940	15;easystart;1424105635701	15	easystart	1424105635701	
15241	42866.557	4099.376	15;easy;1424105666219	15	easy	1424105666219	
15248	42867.106	4099.943	10;passed;1424105666719	10	passed	1424105666719	
15395	42879.583	4112.442	16;hardstart;1424105679220	16	hardstart	1424105679220	
15755	42910.113	4142.984	16;hard;1424105709739	16	hard	1424105709739	
15761	42910.567	4143.466	10;passed;1424105710239	10	passed	1424105710239	
15908	42923.054	4155.964	50;startClassifying;1424105722744;	50	startClassifying	1424105722744	
15909	43068.861	4156.048	50;startClassifying;1424105724244;	50	startClassifying	1424105724244	
15910	43068.877	4156.111	50;startClassifying;1424105735242;	50	startClassifying	1424105735242	
15911	43068.877	4156.216	50;startClassifying;1424105736743;	50	startClassifying	1424105736743	
15912	43068.877	4156.280	50;startClassifying;1424105747742;	50	startClassifying	1424105747742	
15913	43068.877	4156.364	50;startClassifying;1424105749242;	50	startClassifying	1424105749242	
15914	43068.892	4156.446	50;startClassifying;1424105760241;	50	startClassifying	1424105760241	
15915	43068.892	4156.531	50;startClassifying;1424105761742;	50	startClassifying	1424105761742	
15916	43068.892	4156.615	50;startClassifying;1424105772742;	50	startClassifying	1424105772742	
15917	43068.893	4156.699	50;startClassifying;1424105774243;	50	startClassifying	1424105774243	
15918	43068.893	4156.783	50;startClassifying;1424105785242;	50	startClassifying	1424105785242	
15919	43068.893	4156.909	50;startClassifying;1424105786743;	50	startClassifying	1424105786743	
15920	43068.897	4156.972	50;startClassifying;1424105797743;	50	startClassifying	1424105797743	
15921	43068.902	4157.077	50;startClassifying;1424105799244;	50	startClassifying	1424105799244	
15922	43068.908	4157.140	50;startClassifying;1424105810242;	50	startClassifying	1424105810242	
15923	43068.913	4157.224	50;startClassifying;1424105811743;	50	startClassifying	1424105811743	
15924	43068.918	4157.308	50;startClassifying;1424105822743;	50	startClassifying	1424105822743	
15925	43068.937	4157.393	50;startClassifying;1424105824244;	50	startClassifying	1424105824244	
16273	43096.630	4329.676	e;0.0;100.0	e	0.0	100.0	
16279	43097.170	4330.158	h;96.3;3.7	h	96.3	3.7	
16285	43097.614	4330.684	h;96.2;3.8	h	96.2	3.8	
16291	43098.151	4331.188	e;0.0;100.0	e	0.0	100.0	
16297	43098.669	4331.670	e;0.0;100.0	e	0.0	100.0	
16303	43099.204	4332.217	e;0.3;99.7	e	0.3	99.7	
16309	43099.629	4332.701	h;98.9;1.1	h	98.9	1.1	
16315	43100.205	4333.225	h;87.0;13.0	h	87.0	13.0	
16321	43100.672	4333.730	e;21.1;78.9	e	21.1	78.9	
16327	43101.267	4334.254	h;100.0;0.0	h	100.0	0.0	
16333	43101.722	4334.759	h;99.9;0.1	h	99.9	0.1	
16339	43102.217	4335.242	h;99.9;0.1	h	99.9	0.1	
16345	43102.666	4335.766	h;99.2;0.8	h	99.2	0.8	
16351	43103.195	4336.271	e;0.4;99.6	e	0.4	99.6	
16357	43103.802	4336.795	h;99.3;0.7	h	99.3	0.7	
16363	43104.274	4337.300	h;99.8;0.2	h	99.8	0.2	
16369	43104.722	4337.782	e;0.0;100.0	e	0.0	100.0	
16375	43105.202	4338.308	e;17.3;82.7	e	17.3	82.7	
16381	43105.744	4338.812	e;2.8;97.2	e	2.8	97.2	
16387	43106.301	4339.337	h;100.0;0.0	h	100.0	0.0	
16393	43106.802	4339.841	e;24.5;75.5	e	24.5	75.5	
16399	43107.322	4340.366	h;100.0;0.0	h	100.0	0.0	
16405	43107.803	4340.849	e;3.8;96.2	e	3.8	96.2	
16411	43108.394	4341.354	h;99.5;0.5	h	99.5	0.5	
16417	43108.875	4341.878	e;3.7;96.3	e	3.7	96.3	
16423	43109.372	4342.362	e;0.3;99.7	e	0.3	99.7	
16429	43109.863	4342.908	e;0.0;100.0	e	0.0	100.0	
16435	43110.340	4343.391	h;99.9;0.1	h	99.9	0.1	
16441	43110.866	4343.916	e;0.0;100.0	e	0.0	100.0	
16447	43111.445	4344.421	h;100.0;0.0	h	100.0	0.0	
16453	43111.845	4344.924	e;1.3;98.7	e	1.3	98.7	
16459	43112.432	4345.450	h;99.6;0.4	h	99.6	0.4	
16465	43112.937	4345.933	e;0.0;100.0	e	0.0	100.0	
16471	43113.405	4346.458	h;80.6;19.4	h	80.6	19.4	
16477	43113.869	4346.962	e;0.0;100.0	e	0.0	100.0	
16483	43114.470	4347.487	h;92.2;7.8	h	92.2	7.8	
16489	43114.900	4347.970	e;0.0;100.0	e	0.0	100.0	
16495	43115.365	4348.475	e;0.0;100.0	e	0.0	100.0	
16501	43115.923	4348.999	e;0.0;100.0	e	0.0	100.0	
16507	43116.457	4349.504	e;0.0;100.0	e	0.0	100.0	
16513	43117.028	4350.029	e;0.4;99.6	e	0.4	99.6	
16519	43117.440	4350.533	e;0.0;100.0	e	0.0	100.0	
16525	43117.972	4351.016	e;0.0;100.0	e	0.0	100.0	
16531	43118.491	4351.542	e;19.8;80.2	e	19.8	80.2	
16537	43119.047	4352.045	e;0.0;100.0	e	0.0	100.0	
16543	43119.546	4352.571	e;40.8;59.2	e	40.8	59.2	
16549	43120.085	4353.054	e;0.0;100.0	e	0.0	100.0	
16556	43120.630	4353.684	h;99.8;0.2	h	99.8	0.2	
